id,verb
10283__Conservative__uk.proc.d.1988-01-21.9,fire
10591__Conservative__uk.proc.d.1988-01-22.6,rise
10591__Conservative__uk.proc.d.1988-01-22.6,elect
10134__Conservative__uk.proc.d.1988-01-26.10,ask
10134__Conservative__uk.proc.d.1988-01-26.10,connive
10134__Conservative__uk.proc.d.1988-01-26.10,have
10134__Conservative__uk.proc.d.1988-01-26.10,erode
10134__Conservative__uk.proc.d.1988-01-26.10,remove
10134__Conservative__uk.proc.d.1988-01-26.10,give
16393__Conservative__uk.proc.d.1988-01-27.5,congratulate
16393__Conservative__uk.proc.d.1988-01-27.5,learn
16393__Conservative__uk.proc.d.1988-01-27.5,free
16393__Conservative__uk.proc.d.1988-01-27.5,control
16393__Conservative__uk.proc.d.1988-01-27.5,run
16393__Conservative__uk.proc.d.1988-01-27.5,hope
16393__Conservative__uk.proc.d.1988-01-27.5,compete
16393__Conservative__uk.proc.d.1988-01-27.5,be
16393__Conservative__uk.proc.d.1988-01-27.5,concern
10168__Labour__uk.proc.d.1988-01-27.7,say
10168__Labour__uk.proc.d.1988-01-27.7,try
10168__Labour__uk.proc.d.1988-01-27.7,point
10168__Labour__uk.proc.d.1988-01-27.7,pass
10168__Labour__uk.proc.d.1988-01-27.7,do
10618__Liberal_Democrats__uk.proc.d.1988-01-27.7,ignore
10618__Liberal_Democrats__uk.proc.d.1988-01-27.7,be
10194__Conservative__uk.proc.d.1988-01-27.7,suggest
10194__Conservative__uk.proc.d.1988-01-27.7,accompany
18050__Conservative__uk.proc.d.1988-01-27.7,implement
18050__Conservative__uk.proc.d.1988-01-27.7,be
18050__Conservative__uk.proc.d.1988-01-27.7,have
18907__Conservative__uk.proc.d.1988-01-27.8,have
18907__Conservative__uk.proc.d.1988-01-27.8,cut
16438__Conservative__uk.proc.d.1988-01-27.8,welcome
16438__Conservative__uk.proc.d.1988-01-27.8,give
16438__Conservative__uk.proc.d.1988-01-27.8,be
16438__Conservative__uk.proc.d.1988-01-27.8,want
16438__Conservative__uk.proc.d.1988-01-27.8,create
16438__Conservative__uk.proc.d.1988-01-27.8,be
16438__Conservative__uk.proc.d.1988-01-27.8,be
16438__Conservative__uk.proc.d.1988-01-27.8,be
16438__Conservative__uk.proc.d.1988-01-27.8,stay
22614__Conservative__uk.proc.d.1988-01-28.11,arise
19341__Conservative__uk.proc.d.1988-02-01.14,say
19341__Conservative__uk.proc.d.1988-02-01.14,break
10171__Labour__uk.proc.d.1988-02-01.14,say
10171__Labour__uk.proc.d.1988-02-01.14,point
10171__Labour__uk.proc.d.1988-02-01.14,quote
10171__Labour__uk.proc.d.1988-02-01.14,be
10171__Labour__uk.proc.d.1988-02-01.14,give
10171__Labour__uk.proc.d.1988-02-01.14,head
10058__Conservative__uk.proc.d.1988-02-02.10,take
10058__Conservative__uk.proc.d.1988-02-02.10,lead
16901__Conservative__uk.proc.d.1988-02-04.7,be
16901__Conservative__uk.proc.d.1988-02-04.7,struggle
16901__Conservative__uk.proc.d.1988-02-04.7,be
16901__Conservative__uk.proc.d.1988-02-04.7,provide
19107__Conservative__uk.proc.d.1988-02-04.8,ask
19107__Conservative__uk.proc.d.1988-02-04.8,trust
16640__Conservative__uk.proc.d.1988-02-05.4,show
16640__Conservative__uk.proc.d.1988-02-05.4,increase
16640__Conservative__uk.proc.d.1988-02-05.4,bring
16640__Conservative__uk.proc.d.1988-02-05.4,desire
16640__Conservative__uk.proc.d.1988-02-05.4,increase
16640__Conservative__uk.proc.d.1988-02-05.4,have
16640__Conservative__uk.proc.d.1988-02-05.4,ensure
16640__Conservative__uk.proc.d.1988-02-05.4,reduce
16640__Conservative__uk.proc.d.1988-02-05.4,introduce
16640__Conservative__uk.proc.d.1988-02-05.4,have
16640__Conservative__uk.proc.d.1988-02-05.4,desire
16640__Conservative__uk.proc.d.1988-02-05.4,increase
10628__Scottish_National_Party__uk.proc.d.1988-02-08.15,reject
10628__Scottish_National_Party__uk.proc.d.1988-02-08.15,build
10628__Scottish_National_Party__uk.proc.d.1988-02-08.15,exist
10628__Scottish_National_Party__uk.proc.d.1988-02-08.15,create
10014__Labour__uk.proc.d.1988-02-10.3,learn
10014__Labour__uk.proc.d.1988-02-10.3,take
10014__Labour__uk.proc.d.1988-02-10.3,reassure
10014__Labour__uk.proc.d.1988-02-10.3,seek
10014__Labour__uk.proc.d.1988-02-10.3,locate
10014__Labour__uk.proc.d.1988-02-10.3,expand
10014__Labour__uk.proc.d.1988-02-10.3,announce
10014__Labour__uk.proc.d.1988-02-10.3,enable
10014__Labour__uk.proc.d.1988-02-10.3,get
10115__Conservative__uk.proc.d.1988-02-10.3,have
10115__Conservative__uk.proc.d.1988-02-10.3,be
10115__Conservative__uk.proc.d.1988-02-10.3,do
10115__Conservative__uk.proc.d.1988-02-10.3,put
10628__Scottish_National_Party__uk.proc.d.1988-02-10.10,know
10628__Scottish_National_Party__uk.proc.d.1988-02-10.10,reduce
10628__Scottish_National_Party__uk.proc.d.1988-02-10.10,affect
10628__Scottish_National_Party__uk.proc.d.1988-02-10.10,have
22010__Conservative__uk.proc.d.1988-02-10.13,show
16743__Conservative__uk.proc.d.1988-02-10.13,know
16743__Conservative__uk.proc.d.1988-02-10.13,defend
16743__Conservative__uk.proc.d.1988-02-10.13,try
16743__Conservative__uk.proc.d.1988-02-10.13,attack
16743__Conservative__uk.proc.d.1988-02-10.13,overspend
16743__Conservative__uk.proc.d.1988-02-10.13,speak
16743__Conservative__uk.proc.d.1988-02-10.13,raise
16743__Conservative__uk.proc.d.1988-02-10.13,direct
22620__Conservative__uk.proc.d.1988-02-15.9,start
22620__Conservative__uk.proc.d.1988-02-15.9,do
22620__Conservative__uk.proc.d.1988-02-15.9,seem
22620__Conservative__uk.proc.d.1988-02-15.9,spring
10074__Liberal__uk.proc.d.1988-02-15.9,set
10074__Liberal__uk.proc.d.1988-02-15.9,think
10074__Liberal__uk.proc.d.1988-02-15.9,have
10074__Liberal__uk.proc.d.1988-02-15.9,deal
10074__Liberal__uk.proc.d.1988-02-15.9,underestimate
10074__Liberal__uk.proc.d.1988-02-15.9,face
17039__Conservative__uk.proc.d.1988-02-15.9,keep
17039__Conservative__uk.proc.d.1988-02-15.9,deter
10227__Conservative__uk.proc.d.1988-02-15.9,reduce
10227__Conservative__uk.proc.d.1988-02-15.9,create
10227__Conservative__uk.proc.d.1988-02-15.9,prosper
10227__Conservative__uk.proc.d.1988-02-15.9,grow
16734__Conservative__uk.proc.d.1988-02-17.8,dread
16734__Conservative__uk.proc.d.1988-02-17.8,think
16734__Conservative__uk.proc.d.1988-02-17.8,happen
16734__Conservative__uk.proc.d.1988-02-17.8,leave
16734__Conservative__uk.proc.d.1988-02-17.8,make
18046__Conservative__uk.proc.d.1988-02-24.8,hit
18046__Conservative__uk.proc.d.1988-02-24.8,lie
17058__Conservative__uk.proc.d.1988-02-26.4,stifle
17058__Conservative__uk.proc.d.1988-02-26.4,read
17058__Conservative__uk.proc.d.1988-02-26.4,have
17058__Conservative__uk.proc.d.1988-02-26.4,delegate
17058__Conservative__uk.proc.d.1988-02-26.4,give
17058__Conservative__uk.proc.d.1988-02-26.4,understand
17058__Conservative__uk.proc.d.1988-02-26.4,accompany
17058__Conservative__uk.proc.d.1988-02-26.4,tend
17058__Conservative__uk.proc.d.1988-02-26.4,dilute
17058__Conservative__uk.proc.d.1988-02-26.4,fear
17058__Conservative__uk.proc.d.1988-02-26.4,improve
17058__Conservative__uk.proc.d.1988-02-26.4,be
17058__Conservative__uk.proc.d.1988-02-26.4,decouple
16394__Ulster_Popular_Unionist__uk.proc.d.1988-03-01.11,say
16394__Ulster_Popular_Unionist__uk.proc.d.1988-03-01.11,cut
21738__Liberal_Democrats__uk.proc.d.1988-03-02.14,persist
21738__Liberal_Democrats__uk.proc.d.1988-03-02.14,support
17268__Conservative__uk.proc.d.1988-03-04.2,congratulate
17268__Conservative__uk.proc.d.1988-03-04.2,create
17268__Conservative__uk.proc.d.1988-03-04.2,work
17268__Conservative__uk.proc.d.1988-03-04.2,hold
22638__Conservative__uk.proc.d.1988-03-04.2,like
22638__Conservative__uk.proc.d.1988-03-04.2,think
22638__Conservative__uk.proc.d.1988-03-04.2,find
22638__Conservative__uk.proc.d.1988-03-04.2,develop
22638__Conservative__uk.proc.d.1988-03-04.2,seem
22638__Conservative__uk.proc.d.1988-03-04.2,stand
22637__Conservative__uk.proc.d.1988-03-04.2,hope
22637__Conservative__uk.proc.d.1988-03-04.2,push
22637__Conservative__uk.proc.d.1988-03-04.2,promise
22637__Conservative__uk.proc.d.1988-03-04.2,know
22637__Conservative__uk.proc.d.1988-03-04.2,abolish
22637__Conservative__uk.proc.d.1988-03-04.2,reduce
22637__Conservative__uk.proc.d.1988-03-04.2,tell
22637__Conservative__uk.proc.d.1988-03-04.2,be
18926__Conservative__uk.proc.d.1988-03-04.2,recognise
18926__Conservative__uk.proc.d.1988-03-04.2,waste
18972__Conservative__uk.proc.d.1988-03-08.10,get
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,be
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,help
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,talk
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,provide
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,cut
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,involve
10385__Social_Democratic_and_Labour_Party__uk.proc.d.1988-03-08.10,go
10146__Labour__uk.proc.d.1988-03-09.8,be
10146__Labour__uk.proc.d.1988-03-09.8,operate
10146__Labour__uk.proc.d.1988-03-09.8,flow
10146__Labour__uk.proc.d.1988-03-09.8,involve
10146__Labour__uk.proc.d.1988-03-09.8,nullify
18333__Conservative__uk.proc.d.1988-03-09.8,have
18333__Conservative__uk.proc.d.1988-03-09.8,have
16389__Labour__uk.proc.d.1988-03-09.9,crush
16389__Labour__uk.proc.d.1988-03-09.9,place
16389__Labour__uk.proc.d.1988-03-09.9,give
16389__Labour__uk.proc.d.1988-03-09.9,vaunt
16389__Labour__uk.proc.d.1988-03-09.9,allow
16389__Labour__uk.proc.d.1988-03-09.9,improve
22584__Conservative__uk.proc.d.1988-03-15.3,need
22584__Conservative__uk.proc.d.1988-03-15.3,review
22584__Conservative__uk.proc.d.1988-03-15.3,remove
22584__Conservative__uk.proc.d.1988-03-15.3,cut
22584__Conservative__uk.proc.d.1988-03-15.3,caretake
22584__Conservative__uk.proc.d.1988-03-15.3,keep
21954__Conservative__uk.proc.d.1988-03-17.9,extract
21954__Conservative__uk.proc.d.1988-03-17.9,include
21954__Conservative__uk.proc.d.1988-03-17.9,swirl
21954__Conservative__uk.proc.d.1988-03-17.9,dole
10628__Scottish_National_Party__uk.proc.d.1988-03-23.5,have
10628__Scottish_National_Party__uk.proc.d.1988-03-23.5,take
10628__Scottish_National_Party__uk.proc.d.1988-03-23.5,meet
10628__Scottish_National_Party__uk.proc.d.1988-03-23.5,regard
22075__Conservative__uk.proc.d.1988-03-24.12,run
22075__Conservative__uk.proc.d.1988-03-24.12,halt
22075__Conservative__uk.proc.d.1988-03-24.12,let
22075__Conservative__uk.proc.d.1988-03-24.12,avoid
22075__Conservative__uk.proc.d.1988-03-24.12,dampen
10008__Labour__uk.proc.d.1988-03-25.11,replace
10008__Labour__uk.proc.d.1988-03-25.11,pay
10008__Labour__uk.proc.d.1988-03-25.11,need
10008__Labour__uk.proc.d.1988-03-25.11,decide
10008__Labour__uk.proc.d.1988-03-25.11,switch
10008__Labour__uk.proc.d.1988-03-25.11,be
10008__Labour__uk.proc.d.1988-03-25.11,fill
10008__Labour__uk.proc.d.1988-03-25.11,take
10008__Labour__uk.proc.d.1988-03-25.11,die
10008__Labour__uk.proc.d.1988-03-25.11,suffer
16743__Conservative__uk.proc.d.1988-03-28.9,get
16743__Conservative__uk.proc.d.1988-03-28.9,redirect
16743__Conservative__uk.proc.d.1988-03-28.9,say
16743__Conservative__uk.proc.d.1988-03-28.9,need
16476__Conservative__uk.proc.d.1988-03-28.9,talk
17391__Conservative__uk.proc.d.1988-03-28.9,impose
10591__Conservative__uk.proc.d.1988-03-29.4,suggest
10591__Conservative__uk.proc.d.1988-03-29.4,review
10591__Conservative__uk.proc.d.1988-03-29.4,compare
10206__Conservative__uk.proc.d.1988-03-29.4,draw
10206__Conservative__uk.proc.d.1988-03-29.4,overregulate
10206__Conservative__uk.proc.d.1988-03-29.4,suffer
10091__Labour__uk.proc.d.1988-03-29.10,be
10091__Labour__uk.proc.d.1988-03-29.10,take
10091__Labour__uk.proc.d.1988-03-29.10,become
10395__Labour__uk.proc.d.1988-03-29.10,take
10395__Labour__uk.proc.d.1988-03-29.10,cast
10395__Labour__uk.proc.d.1988-03-29.10,put
10395__Labour__uk.proc.d.1988-03-29.10,be
10395__Labour__uk.proc.d.1988-03-29.10,represent
10091__Labour__uk.proc.d.1988-03-30.11,replace
10191__Scottish_National_Party__uk.proc.d.1988-04-12.8,tell
10191__Scottish_National_Party__uk.proc.d.1988-04-12.8,want
10191__Scottish_National_Party__uk.proc.d.1988-04-12.8,streamline
10191__Scottish_National_Party__uk.proc.d.1988-04-12.8,eradicate
10194__Conservative__uk.proc.d.1988-04-12.8,ask
10194__Conservative__uk.proc.d.1988-04-12.8,want
10194__Conservative__uk.proc.d.1988-04-12.8,talk
10422__Conservative__uk.proc.d.1988-04-18.12,be
10422__Conservative__uk.proc.d.1988-04-18.12,require
10659__Conservative__uk.proc.d.1988-04-18.12,stand
10659__Conservative__uk.proc.d.1988-04-18.12,propose
10659__Conservative__uk.proc.d.1988-04-18.12,abolish
10659__Conservative__uk.proc.d.1988-04-18.12,require
21715__Conservative__uk.proc.d.1988-04-18.12,hear
21715__Conservative__uk.proc.d.1988-04-18.12,speak
21715__Conservative__uk.proc.d.1988-04-18.12,mean
16386__Labour__uk.proc.d.1988-04-19.8,set
16386__Labour__uk.proc.d.1988-04-19.8,accuse
16386__Labour__uk.proc.d.1988-04-19.8,create
16386__Labour__uk.proc.d.1988-04-19.8,snoop
16386__Labour__uk.proc.d.1988-04-19.8,police
10659__Conservative__uk.proc.d.1988-04-20.8,involve
10659__Conservative__uk.proc.d.1988-04-20.8,say
10659__Conservative__uk.proc.d.1988-04-20.8,invent
16388__Labour__uk.proc.d.1988-04-21.9,have
16388__Labour__uk.proc.d.1988-04-21.9,increase
10283__Conservative__uk.proc.d.1988-04-22.7,establish
10283__Conservative__uk.proc.d.1988-04-22.7,administer
11026__Conservative__uk.proc.d.1988-04-22.7,believe
10283__Conservative__uk.proc.d.1988-04-22.7,wish
10283__Conservative__uk.proc.d.1988-04-22.7,contemplate
10283__Conservative__uk.proc.d.1988-04-22.7,determine
10283__Conservative__uk.proc.d.1988-04-22.7,possess
10242__Conservative__uk.proc.d.1988-04-27.4,have
10242__Conservative__uk.proc.d.1988-04-27.4,take
10242__Conservative__uk.proc.d.1988-04-27.4,dominate
10242__Conservative__uk.proc.d.1988-04-27.4,understand
10242__Conservative__uk.proc.d.1988-04-27.4,become
10242__Conservative__uk.proc.d.1988-04-27.4,discredit
10242__Conservative__uk.proc.d.1988-04-27.4,provide
10242__Conservative__uk.proc.d.1988-04-27.4,transform
10242__Conservative__uk.proc.d.1988-04-27.4,be
10242__Conservative__uk.proc.d.1988-04-27.4,understand
10242__Conservative__uk.proc.d.1988-04-27.4,ensure
10115__Conservative__uk.proc.d.1988-04-28.6,seek
10115__Conservative__uk.proc.d.1988-04-28.6,reduce
10115__Conservative__uk.proc.d.1988-04-28.6,have
10115__Conservative__uk.proc.d.1988-04-28.6,set
10115__Conservative__uk.proc.d.1988-04-28.6,collect
10115__Conservative__uk.proc.d.1988-04-28.6,distribute
10115__Conservative__uk.proc.d.1988-04-28.6,come
10115__Conservative__uk.proc.d.1988-04-28.6,believe
10115__Conservative__uk.proc.d.1988-04-28.6,be
10115__Conservative__uk.proc.d.1988-04-28.6,create
10618__Liberal_Democrats__uk.proc.d.1988-04-28.6,find
10618__Liberal_Democrats__uk.proc.d.1988-04-28.6,allow
10618__Liberal_Democrats__uk.proc.d.1988-04-28.6,take
17490__Labour__uk.proc.d.1988-04-28.6,support
17490__Labour__uk.proc.d.1988-04-28.6,involve
17490__Labour__uk.proc.d.1988-04-28.6,get
17058__Conservative__uk.proc.d.1988-04-28.6,recognise
17058__Conservative__uk.proc.d.1988-04-28.6,set
17058__Conservative__uk.proc.d.1988-04-28.6,distribute
17058__Conservative__uk.proc.d.1988-04-28.6,go
17058__Conservative__uk.proc.d.1988-04-28.6,compose
17058__Conservative__uk.proc.d.1988-04-28.6,perform
21960__Labour__uk.proc.d.1988-04-28.6,involve
21960__Labour__uk.proc.d.1988-04-28.6,transfer
21960__Labour__uk.proc.d.1988-04-28.6,enjoy
21960__Labour__uk.proc.d.1988-04-28.6,produce
17268__Conservative__uk.proc.d.1988-05-03.16,ensure
17268__Conservative__uk.proc.d.1988-05-03.16,do
17268__Conservative__uk.proc.d.1988-05-03.16,be
17268__Conservative__uk.proc.d.1988-05-03.16,do
17268__Conservative__uk.proc.d.1988-05-03.16,be
17268__Conservative__uk.proc.d.1988-05-03.16,trade
17268__Conservative__uk.proc.d.1988-05-03.16,use
17268__Conservative__uk.proc.d.1988-05-03.16,be
17268__Conservative__uk.proc.d.1988-05-03.16,be
17268__Conservative__uk.proc.d.1988-05-03.16,link
17268__Conservative__uk.proc.d.1988-05-03.16,have
17268__Conservative__uk.proc.d.1988-05-03.16,defeat
10324__Labour__uk.proc.d.1988-05-05.5,examine
10324__Labour__uk.proc.d.1988-05-05.5,suppose
10324__Labour__uk.proc.d.1988-05-05.5,debate
10324__Labour__uk.proc.d.1988-05-05.5,become
10324__Labour__uk.proc.d.1988-05-05.5,supply
16469__Liberal_Democrats__uk.proc.d.1988-05-06.4,add
16469__Liberal_Democrats__uk.proc.d.1988-05-06.4,cause
16469__Liberal_Democrats__uk.proc.d.1988-05-06.4,attempt
16469__Liberal_Democrats__uk.proc.d.1988-05-06.4,solve
10120__Labour__uk.proc.d.1988-05-06.4,say
10120__Labour__uk.proc.d.1988-05-06.4,hedge
10120__Labour__uk.proc.d.1988-05-06.4,create
10120__Labour__uk.proc.d.1988-05-06.4,seek
10414__Labour__uk.proc.d.1988-05-11.5,create
10414__Labour__uk.proc.d.1988-05-11.5,make
10414__Labour__uk.proc.d.1988-05-11.5,shudder
22580__Conservative__uk.proc.d.1988-05-17.10,deal
22580__Conservative__uk.proc.d.1988-05-17.10,attach
22580__Conservative__uk.proc.d.1988-05-17.10,meet
22580__Conservative__uk.proc.d.1988-05-17.10,impose
22580__Conservative__uk.proc.d.1988-05-17.10,restrict
22580__Conservative__uk.proc.d.1988-05-17.10,negotiate
22580__Conservative__uk.proc.d.1988-05-17.10,establish
22580__Conservative__uk.proc.d.1988-05-17.10,run
19356__Conservative__uk.proc.d.1988-05-18.5,cut
19356__Conservative__uk.proc.d.1988-05-18.5,attach
10194__Conservative__uk.proc.d.1988-05-18.10,work
10194__Conservative__uk.proc.d.1988-05-18.10,have
10194__Conservative__uk.proc.d.1988-05-18.10,progress
10194__Conservative__uk.proc.d.1988-05-18.10,manage
10194__Conservative__uk.proc.d.1988-05-18.10,make
10443__Labour__uk.proc.d.1988-05-18.10,say
10443__Labour__uk.proc.d.1988-05-18.10,be
10443__Labour__uk.proc.d.1988-05-18.10,be
10443__Labour__uk.proc.d.1988-05-18.10,govern
10443__Labour__uk.proc.d.1988-05-18.10,have
10443__Labour__uk.proc.d.1988-05-18.10,refer
10443__Labour__uk.proc.d.1988-05-18.10,steelworke
10443__Labour__uk.proc.d.1988-05-18.10,want
10443__Labour__uk.proc.d.1988-05-18.10,see
10443__Labour__uk.proc.d.1988-05-18.10,want
10443__Labour__uk.proc.d.1988-05-18.10,see
10443__Labour__uk.proc.d.1988-05-18.10,have
10443__Labour__uk.proc.d.1988-05-18.10,come
16413__Conservative__uk.proc.d.1988-05-23.8,adopt
16413__Conservative__uk.proc.d.1988-05-23.8,gazump
16413__Conservative__uk.proc.d.1988-05-23.8,frustrate
16413__Conservative__uk.proc.d.1988-05-23.8,get
16413__Conservative__uk.proc.d.1988-05-23.8,realise
16413__Conservative__uk.proc.d.1988-05-23.8,achieve
10509__Conservative__uk.proc.d.1988-05-23.8,feed
10509__Conservative__uk.proc.d.1988-05-23.8,be
10283__Conservative__uk.proc.d.1988-05-23.9,indulge
10132__Labour__uk.proc.d.1988-05-23.9,share
10132__Labour__uk.proc.d.1988-05-23.9,cut
10132__Labour__uk.proc.d.1988-05-23.9,see
10283__Conservative__uk.proc.d.1988-05-23.9,know
10283__Conservative__uk.proc.d.1988-05-23.9,praise
10065__Conservative__uk.proc.d.1988-05-24.3,take
10065__Conservative__uk.proc.d.1988-05-24.3,offer
10065__Conservative__uk.proc.d.1988-05-24.3,beset
10283__Conservative__uk.proc.d.1988-05-25.9,undermine
10206__Conservative__uk.proc.d.1988-05-26.10,have
10206__Conservative__uk.proc.d.1988-05-26.10,make
10206__Conservative__uk.proc.d.1988-05-26.10,try
10206__Conservative__uk.proc.d.1988-05-26.10,reduce
10206__Conservative__uk.proc.d.1988-05-26.10,set
10206__Conservative__uk.proc.d.1988-05-26.10,allow
10206__Conservative__uk.proc.d.1988-05-26.10,generate
10206__Conservative__uk.proc.d.1988-05-26.10,have
10591__Conservative__uk.proc.d.1988-05-26.10,be
10591__Conservative__uk.proc.d.1988-05-26.10,allow
10591__Conservative__uk.proc.d.1988-05-26.10,travel
10591__Conservative__uk.proc.d.1988-05-26.10,have
10591__Conservative__uk.proc.d.1988-05-26.10,stop
10591__Conservative__uk.proc.d.1988-05-26.10,sort
19427__Conservative__uk.proc.d.1988-06-09.7,lose
19427__Conservative__uk.proc.d.1988-06-09.7,go
19427__Conservative__uk.proc.d.1988-06-09.7,say
19427__Conservative__uk.proc.d.1988-06-09.7,come
19427__Conservative__uk.proc.d.1988-06-09.7,have
19427__Conservative__uk.proc.d.1988-06-09.7,do
19427__Conservative__uk.proc.d.1988-06-09.7,make
19427__Conservative__uk.proc.d.1988-06-09.7,bring
19427__Conservative__uk.proc.d.1988-06-09.7,say
19427__Conservative__uk.proc.d.1988-06-09.7,use
19427__Conservative__uk.proc.d.1988-06-09.7,have
19427__Conservative__uk.proc.d.1988-06-09.7,pay
19427__Conservative__uk.proc.d.1988-06-09.7,fail
19427__Conservative__uk.proc.d.1988-06-09.7,provide
19427__Conservative__uk.proc.d.1988-06-09.7,owe
10560__Conservative__uk.proc.d.1988-06-13.3,determine
10560__Conservative__uk.proc.d.1988-06-13.3,try
10560__Conservative__uk.proc.d.1988-06-13.3,avoid
10488__Labour__uk.proc.d.1988-06-13.11,hear
10488__Labour__uk.proc.d.1988-06-13.11,make
10488__Labour__uk.proc.d.1988-06-13.11,concern
10488__Labour__uk.proc.d.1988-06-13.11,compare
10488__Labour__uk.proc.d.1988-06-13.11,be
10488__Labour__uk.proc.d.1988-06-13.11,reduce
16469__Liberal_Democrats__uk.proc.d.1988-06-13.20,be
16469__Liberal_Democrats__uk.proc.d.1988-06-13.20,place
16469__Liberal_Democrats__uk.proc.d.1988-06-13.20,have
16469__Liberal_Democrats__uk.proc.d.1988-06-13.20,acquire
16469__Liberal_Democrats__uk.proc.d.1988-06-13.20,remove
10509__Conservative__uk.proc.d.1988-06-14.19,require
10509__Conservative__uk.proc.d.1988-06-14.19,consult
10509__Conservative__uk.proc.d.1988-06-14.19,require
10509__Conservative__uk.proc.d.1988-06-14.19,consult
10509__Conservative__uk.proc.d.1988-06-14.19,designate
10509__Conservative__uk.proc.d.1988-06-14.19,seek
10509__Conservative__uk.proc.d.1988-06-14.19,add
19152__Labour__uk.proc.d.1988-06-14.19,correct
19152__Labour__uk.proc.d.1988-06-14.19,be
19152__Labour__uk.proc.d.1988-06-14.19,think
19152__Labour__uk.proc.d.1988-06-14.19,say
19152__Labour__uk.proc.d.1988-06-14.19,add
19152__Labour__uk.proc.d.1988-06-14.19,plan
19152__Labour__uk.proc.d.1988-06-14.19,exist
19152__Labour__uk.proc.d.1988-06-14.19,suggest
19152__Labour__uk.proc.d.1988-06-14.19,get
19152__Labour__uk.proc.d.1988-06-14.19,tell
19152__Labour__uk.proc.d.1988-06-14.19,have
19152__Labour__uk.proc.d.1988-06-14.19,be
19152__Labour__uk.proc.d.1988-06-14.19,seek
19152__Labour__uk.proc.d.1988-06-14.19,remove
19152__Labour__uk.proc.d.1988-06-14.19,impose
19152__Labour__uk.proc.d.1988-06-14.19,care
19152__Labour__uk.proc.d.1988-06-14.19,withdraw
19152__Labour__uk.proc.d.1988-06-14.19,impose
19152__Labour__uk.proc.d.1988-06-14.19,be
19152__Labour__uk.proc.d.1988-06-14.19,accept
19152__Labour__uk.proc.d.1988-06-14.19,accuse
19152__Labour__uk.proc.d.1988-06-14.19,impose
19152__Labour__uk.proc.d.1988-06-14.19,be
19152__Labour__uk.proc.d.1988-06-14.19,do
19152__Labour__uk.proc.d.1988-06-14.19,take
21906__Conservative__uk.proc.d.1988-06-16.2,put
21906__Conservative__uk.proc.d.1988-06-16.2,lead
10544__Labour__uk.proc.d.1988-06-16.2,note
10544__Labour__uk.proc.d.1988-06-16.2,be
10544__Labour__uk.proc.d.1988-06-16.2,try
10544__Labour__uk.proc.d.1988-06-16.2,find
10544__Labour__uk.proc.d.1988-06-16.2,go
10544__Labour__uk.proc.d.1988-06-16.2,pay
10544__Labour__uk.proc.d.1988-06-16.2,spew
10544__Labour__uk.proc.d.1988-06-16.2,come
10544__Labour__uk.proc.d.1988-06-21.6,stop
10544__Labour__uk.proc.d.1988-06-21.6,get
10544__Labour__uk.proc.d.1988-06-21.6,prevent
10544__Labour__uk.proc.d.1988-06-21.6,want
10544__Labour__uk.proc.d.1988-06-21.6,run
10509__Conservative__uk.proc.d.1988-06-22.10,be
10509__Conservative__uk.proc.d.1988-06-22.10,discount
10509__Conservative__uk.proc.d.1988-06-22.10,commit
17875__Conservative__uk.proc.d.1988-06-24.2,portray
17875__Conservative__uk.proc.d.1988-06-24.2,stick
19284__Conservative__uk.proc.d.1988-06-30.6,depend
19284__Conservative__uk.proc.d.1988-06-30.6,remove
19284__Conservative__uk.proc.d.1988-06-30.6,deal
19964__Labour__uk.proc.d.1988-06-30.12,face
17058__Conservative__uk.proc.d.1988-07-01.9,require
17058__Conservative__uk.proc.d.1988-07-01.9,apply
17058__Conservative__uk.proc.d.1988-07-01.9,be
17058__Conservative__uk.proc.d.1988-07-01.9,spawn
17058__Conservative__uk.proc.d.1988-07-01.9,see
16469__Liberal_Democrats__uk.proc.d.1988-07-01.9,cut
10631__Conservative__uk.proc.d.1988-07-05.10,publish
10631__Conservative__uk.proc.d.1988-07-05.10,authorise
10631__Conservative__uk.proc.d.1988-07-05.10,control
10631__Conservative__uk.proc.d.1988-07-05.10,be
10631__Conservative__uk.proc.d.1988-07-05.10,insist
10631__Conservative__uk.proc.d.1988-07-05.10,go
10631__Conservative__uk.proc.d.1988-07-05.10,warn
10631__Conservative__uk.proc.d.1988-07-05.10,fight
10631__Conservative__uk.proc.d.1988-07-05.10,create
10615__Conservative__uk.proc.d.1988-07-05.10,achieve
10615__Conservative__uk.proc.d.1988-07-05.10,reduce
10206__Conservative__uk.proc.d.1988-07-05.10,explain
10206__Conservative__uk.proc.d.1988-07-05.10,exist
10206__Conservative__uk.proc.d.1988-07-05.10,call
10206__Conservative__uk.proc.d.1988-07-05.10,exist
10206__Conservative__uk.proc.d.1988-07-05.10,have
10206__Conservative__uk.proc.d.1988-07-05.10,spare
10206__Conservative__uk.proc.d.1988-07-05.10,apply
10206__Conservative__uk.proc.d.1988-07-05.10,bring
