w,p1,p2,p12,pmi_reg,pmi_2,pmi_3,npmi,period
possible,1022,18092,9,-20.970318760126723,-17.800393758684407,-14.630468757242095,9.544003365168003,1977-1980
assure,1022,4759,2,-21.213622220098113,-20.213622220098113,-19.213622220098113,30.60478757622747,1977-1980
birmingham,1022,2681,2,-20.385734984920184,-19.385734984920184,-18.385734984920184,29.410398767620997,1977-1980
price,1022,19629,15,-20.350987941412164,-16.444097345803648,-12.53720675019513,7.514996558457099,1977-1980
oppose,1022,4244,6,-19.463425921131233,-16.878463420410075,-14.293500919688917,10.86274483567634,1977-1980
always,1022,10394,10,-20.018714729718162,-16.6967866348308,-13.374858539943439,8.694017341911945,1977-1980
intend,1022,8288,5,-20.692059673736814,-18.370131578849453,-16.04820348396209,12.856699543284847,1977-1980
business,1022,12752,21,-19.243297972149332,-14.850980549370572,-10.458663126591812,6.320629381381315,1977-1980
comment,1022,7506,2,-21.871008055824596,-20.871008055824596,-19.871008055824596,31.553194861380714,1977-1980
occasion,1022,8179,5,-20.67296013451111,-18.351032039623746,-16.029103944736384,12.844832332329926,1977-1980
describe,1022,5152,6,-19.74313385833108,-17.158171357609927,-14.57320885688877,11.018852807758304,1977-1980
airline,1022,831,2,-18.695884147707968,-17.695884147707968,-16.695884147707968,26.972459344932872,1977-1980
document,1022,7603,4,-20.88953255667173,-18.889532556671732,-16.889532556671732,15.068612512999426,1977-1980
pound,1022,3223,2,-20.651367953997166,-19.651367953997166,-18.651367953997166,29.79362613480497,1977-1980
proliferation,1022,390,7,-15.797154872629628,-12.989799950572024,-10.182445028514419,8.118131703202597,1977-1980
machinery,1022,1850,9,-17.680564034898982,-14.510639033456671,-11.34071403201436,8.046771466726362,1977-1980
licence,1022,1992,3,-19.37221891228455,-17.78725641156339,-16.202293910842233,17.63335356076368,1977-1980
operate,1022,7143,9,-19.629568885486798,-16.45964388404449,-13.289718882602175,8.933801800671866,1977-1980
england,1022,6185,2,-21.591737360801353,-20.591737360801353,-19.591737360801353,31.15029241460507,1977-1980
everybody,1022,1353,2,-19.39912560491416,-18.39912560491416,-17.39912560491416,27.987022307791772,1977-1980
desire,1022,2466,2,-20.265136565340462,-19.265136565340462,-18.265136565340462,29.236412025754287,1977-1980
turn,1022,8943,12,-19.53876014092879,-15.953797640207636,-12.368835139486476,7.862975513625728,1977-1980
requirement,1022,4820,2,-21.231996912054946,-20.231996912054946,-19.231996912054946,30.631296653191455,1977-1980
section,1022,7608,4,-20.890481011798183,-18.890481011798187,-16.890481011798187,15.069296678753147,1977-1980
largely,1022,1871,3,-19.28181082345725,-17.696848322736095,-16.111885822014937,17.551060571908707,1977-1980
intervention,1022,3899,3,-20.341105419614102,-18.756142918892944,-17.17118041817179,18.51527206588451,1977-1980
fill,1022,1128,2,-19.136730833336415,-18.136730833336415,-17.136730833336415,27.608466672081367,1977-1980
parliamentary,1022,5758,7,-19.681176632443453,-16.873821710385847,-14.066466788328245,10.114124047298963,1977-1980
conclusion,1022,4804,2,-21.227199916643254,-20.227199916643254,-19.227199916643258,30.62437605169984,1977-1980
like,1022,22610,22,-20.002421233939216,-15.542989615301918,-11.08355799666462,6.471092369568474,1977-1980
impose,1022,4454,15,-18.211174728116895,-14.304284132508375,-10.397393536899857,6.724829074699103,1977-1980
difficulty,1022,13036,9,-20.497468116233872,-17.327543114791563,-14.15761811334925,9.328799762964488,1977-1980
easy,1022,3810,5,-19.570826668430943,-17.24889857354358,-14.926970478656218,12.160038307307046,1977-1980
double,1022,1969,2,-19.940426876839176,-18.940426876839176,-17.940426876839176,28.76795496842488,1977-1980
seem,1022,15123,11,-20.422204602030845,-16.962772983393545,-13.503341364756249,8.516720823340172,1977-1980
generally,1022,4102,3,-20.414328756696317,-18.82936625597516,-17.244403755254005,18.58192281960126,1977-1980
consequence,1022,4935,2,-21.266013850281382,-20.266013850281382,-19.266013850281382,30.680372721276964,1977-1980
continue,1022,14585,6,-21.244414746002004,-18.65945224528085,-16.074489744559692,11.856733624605734,1977-1980
therefore,1022,22047,12,-20.8405117171552,-17.255549216434044,-13.670586715712886,8.386838885449965,1977-1980
large,1022,13336,25,-19.056361680149312,-14.412505490374588,-9.768649300599863,5.920191618739934,1977-1980
political,1022,11785,7,-20.714488697017547,-17.907133774959945,-15.09977885290234,10.645141404434254,1977-1980
interruption,1022,1856,2,-19.855160476065194,-18.855160476065194,-17.855160476065194,28.644941554873807,1977-1980
prune,1022,38,2,-14.245106994381207,-13.245106994381207,-12.245106994381207,20.551345217726453,1977-1980
waste,1022,2324,8,-18.17957383434215,-15.17957383434215,-12.17957383434215,8.742527005426727,1977-1980
greatly,1022,1916,2,-19.9010613266738,-18.9010613266738,-17.9010613266738,28.71116248441943,1977-1980
centre,1022,4465,3,-20.536661440225053,-18.951698939503892,-17.366736438782738,18.693274826847645,1977-1980
head,1022,3503,5,-19.449626658852324,-17.12769856396496,-14.805770469077597,12.08473250728689,1977-1980
boggle,1022,71,2,-15.146926600442303,-14.146926600442304,-13.146926600442304,21.852395891167237,1977-1980
party,1022,31901,15,-21.05160291370972,-17.144712318101202,-13.237821722492681,7.77371221004007,1977-1980
ideal,1022,665,2,-18.374390011326174,-17.374390011326174,-16.374390011326174,26.508641348699975,1977-1980
600000,1022,244,6,-15.342954317779352,-12.757991817058196,-10.17302931633704,8.563065847443,1977-1980
readiness,1022,217,2,-16.7587307133821,-15.7587307133821,-14.758730713382102,24.177737691789915,1977-1980
united,1022,24212,11,-21.101182498010523,-17.641750879373227,-14.182319260735929,8.79987659902478,1977-1980
excise,1022,816,3,-18.08464232218796,-16.499679821466806,-14.91471732074565,16.461350841171342,1977-1980
speech,1022,16534,3,-22.42536515167123,-20.84040265095007,-19.255440150228914,20.412447032481648,1977-1980
burden,1022,3697,16,-17.849318809124867,-13.849318809124865,-9.849318809124865,6.437780932292636,1977-1980
grade,1022,540,2,-18.073995077988453,-17.073995077988453,-16.073995077988453,26.075263068065475,1977-1980
great,1022,37564,48,-19.609280056221447,-14.024317555500293,-8.439355054779137,5.0654254328226145,1977-1980
basic,1022,3712,2,-20.855160476065194,-19.855160476065194,-18.855160476065194,30.08763659576277,1977-1980
separate,1022,3715,10,-18.534397881476217,-15.212469786588857,-11.890541691701493,8.04938672532444,1977-1980
instead,1022,3385,6,-19.137157098678827,-16.55219459795767,-13.967232097236511,10.68065073875329,1977-1980
regulate,1022,422,2,-17.718278669644807,-16.718278669644807,-15.718278669644805,25.562072769785264,1977-1980
moreover,1022,835,2,-18.702811868299037,-17.702811868299037,-16.702811868299037,26.982453933074268,1977-1980
whatever,1022,6726,5,-20.39078444957684,-18.06885635468948,-15.746928259802116,12.669506721596978,1977-1980
associate,1022,1659,2,-19.693277651893485,-18.693277651893485,-17.693277651893485,28.411394007236183,1977-1980
bureaucracy,1022,1022,1022,-9.997179480937621,0.0,9.997179480937621,1.4426950408889634,1977-1980
high,1022,18223,7,-21.343297423850608,-18.535942501793002,-15.728587579735398,10.968285166821397,1977-1980
administration,1022,4185,17,-17.940728547124987,-13.85326570587465,-9.765802864624309,6.332290007303103,1977-1980
select,1022,7973,2,-21.958086434703336,-20.958086434703336,-19.958086434703336,31.678822406757725,1977-1980
furthermore,1022,736,2,-18.520741436994637,-17.520741436994633,-16.520741436994633,26.7197818247389,1977-1980
perfectly,1022,2888,2,-20.49303450782479,-19.49303450782479,-18.49303450782479,29.565199257205226,1977-1980
tyrannical,1022,39,2,-14.282581699799872,-13.282581699799872,-12.28258169979987,20.605409789392738,1977-1980
objection,1022,2470,4,-19.267474807409663,-17.267474807409663,-15.267474807409663,13.898545177551478,1977-1980
undesirable,1022,674,2,-18.393784262119482,-17.393784262119482,-16.39378426211948,26.536621338141238,1977-1980
include,1022,12294,5,-21.260918155782665,-18.9389900608953,-16.617061966007938,13.210151191000486,1977-1980
usual,1022,1560,2,-19.60450979468723,-18.60450979468723,-17.60450979468723,28.28332905985438,1977-1980
structure,1022,3566,12,-18.21230796784146,-14.627345467120303,-11.042382966399149,7.329171890378756,1977-1980
scotland,1022,19894,15,-20.370334646629487,-16.46344405102097,-12.55655345541245,7.5221407041636486,1977-1980
problem,1022,38447,26,-20.527323172159157,-15.826883454018065,-11.12644373587697,6.300403604561275,1977-1980
operation,1022,8440,6,-20.45524426381101,-17.870281763089856,-15.2853192623687,11.41628919233437,1977-1980
opportunity,1022,13723,3,-22.156525264892128,-20.57156276417097,-18.986600263449816,20.167738421853393,1977-1980
hard,1022,4001,3,-20.378361893562065,-18.79339939284091,-17.208436892119757,18.549184369917747,1977-1980
moment,1022,7031,4,-20.776693660081122,-18.776693660081122,-16.776693660081122,14.987216454734101,1977-1980
near,1022,2673,2,-20.3814236031807,-19.3814236031807,-18.3814236031807,29.404178758566065,1977-1980
contain,1022,4466,4,-20.121947016760096,-18.121947016760096,-16.121947016760096,14.514916587055131,1977-1980
transfer,1022,4423,3,-20.52302650711512,-18.93806400639396,-17.353101505672807,18.68086377587855,1977-1980
disaster,1022,1144,3,-18.572088316994854,-16.987125816273696,-15.402163315552542,16.905043306506716,1977-1980
inner,1022,3663,3,-20.251026965925025,-18.666064465203867,-17.081101964482713,18.43327912386282,1977-1980
overhead,1022,198,2,-16.626536101017233,-15.626536101017232,-14.626536101017232,23.987021180098886,1977-1980
union,1022,18792,4,-22.19501047894982,-20.19501047894982,-18.19501047894982,16.010315775229742,1977-1980
library,1022,1836,3,-19.254567323630273,-17.66960482290912,-16.08464232218796,17.52626246969559,1977-1980
close,1022,6541,4,-20.672474980031684,-18.672474980031684,-16.67247498003168,14.912038568296442,1977-1980
believe,1022,36367,33,-20.103127660498316,-15.058733541139862,-10.01433942178141,5.749487826666334,1977-1980
centralisation,1022,166,7,-14.564863990226943,-11.75750906816934,-8.950154146111734,7.484859461418499,1977-1980
extremely,1022,5248,2,-21.354731485555707,-20.354731485555707,-19.354731485555707,30.808365213726624,1977-1980
undoubtedly,1022,1269,2,-19.30665583477873,-18.306655834778727,-17.306655834778727,27.853616628985247,1977-1980
threat,1022,2640,4,-19.363501695183437,-17.363501695183437,-15.363501695183439,13.967813934943091,1977-1980
immediately,1022,2761,3,-19.843192152804537,-18.25822965208338,-16.67326715136222,18.06205187897653,1977-1980
slow,1022,936,5,-17.545616105633663,-15.223688010746303,-12.901759915858937,10.901704234801963,1977-1980
rule,1022,8700,10,-19.76205107167371,-16.440122976786352,-13.118194881898988,8.582549731518135,1977-1980
institute,1022,1113,2,-19.11741735827958,-18.11741735827958,-17.11741735827958,27.58060321739454,1977-1980
efficient,1022,1786,4,-18.799695846058846,-16.799695846058846,-14.799695846058844,13.561113983664972,1977-1980
probably,1022,4933,2,-21.265429052932117,-20.265429052932117,-19.265429052932117,30.679529037041252,1977-1980
despite,1022,3109,2,-20.599414382278685,-19.599414382278685,-18.599414382278685,29.71867297453025,1977-1980
share,1022,7308,2,-21.83244039956511,-20.83244039956511,-19.832440399565108,31.497553494956446,1977-1980
present,1022,27760,26,-20.05745971026215,-15.35701999212106,-10.656580273979968,6.156189503961808,1977-1980
arts,1022,284,2,-17.146926600442303,-16.146926600442303,-15.146926600442303,24.73778597294516,1977-1980
eliminate,1022,659,2,-18.361314135945673,-17.361314135945673,-16.361314135945673,26.489776848133246,1977-1980
money,1022,19784,14,-20.461871083269955,-16.65451616121235,-12.847161239154746,7.75347729420226,1977-1980
away,1022,6939,16,-18.757691532294967,-14.757691532294968,-10.757691532294968,6.765407138041713,1977-1980
purpose,1022,9102,5,-20.82721925701845,-18.505291162131087,-16.183363067243725,12.940678914118246,1977-1980
publish,1022,5469,2,-21.414240827697913,-20.41424082769791,-19.41424082769791,30.89421904652175,1977-1980
finger,1022,369,2,-17.52465648699802,-16.52465648699802,-15.524656486998017,25.282735007074645,1977-1980
must,1022,44497,35,-20.309316916002718,-15.180033899057753,-10.050750882112787,5.712328741027594,1977-1980
follow,1022,12078,3,-21.972310937858964,-20.387348437137806,-18.80238593641665,20.000059315281142,1977-1980
avoid,1022,3313,6,-19.10613946829748,-16.521176967576324,-13.936214466855168,10.663339469627022,1977-1980
social,1022,10086,6,-20.71228349017379,-18.127320989452635,-15.542358488731477,11.559745516007947,1977-1980
total,1022,7926,3,-21.364594232184448,-19.779631731463294,-18.19466923074214,19.44689173109976,1977-1980
ever,1022,5682,9,-19.29943759568485,-16.129512594242538,-12.959587592800226,8.783552575714543,1977-1980
ridiculous,1022,663,2,-18.37004454105021,-17.37004454105021,-16.37004454105021,26.502372160282512,1977-1980
interfere,1022,833,6,-17.114389665582014,-14.529427164860858,-11.9444646641397,9.55172273930017,1977-1980
draw,1022,7976,5,-20.636701080448454,-18.314772985561092,-15.992844890673732,12.82230331534671,1977-1980
property,1022,3564,2,-20.796461102459542,-19.796461102459542,-18.796461102459542,30.002951300558607,1977-1980
constituency,1022,13350,3,-22.116769101678745,-20.53180660095759,-18.946844100236433,20.131550802596394,1977-1980
attendant,1022,101,2,-15.655390963689415,-14.655390963689415,-13.655390963689419,22.58595490649261,1977-1980
security,1022,7600,3,-21.304000683434776,-19.719038182713618,-18.134075681992464,19.391737106147286,1977-1980
land,1022,6293,2,-21.616711708509673,-20.616711708509673,-19.616711708509673,31.186322782193297,1977-1980
important,1022,23365,9,-21.339315896247474,-18.169390894805158,-14.999465893362846,9.711941199073038,1977-1980
offensive,1022,560,2,-18.12646249788259,-17.12646249788259,-16.12646249788259,26.150957554554985,1977-1980
stand,1022,8407,2,-22.03455483870086,-21.03455483870086,-20.03455483870086,31.789142993989646,1977-1980
would,1022,125706,116,-20.07889247208691,-13.22091147695934,-6.362930481831767,4.223942675928,1977-1980
flexibility,1022,1295,2,-19.335915863511538,-18.335915863511538,-17.335915863511538,27.895829927334336,1977-1980
broadcasting,1022,1924,3,-19.322110063986507,-17.737147563265353,-16.152185062544195,17.587742521441708,1977-1980
belief,1022,1490,3,-18.95331359556599,-17.368351094844833,-15.783388594123677,17.25204950924391,1977-1980
well,1022,38078,36,-20.043924563902376,-14.87399956246006,-9.70407456101775,5.593363648452745,1977-1980
nine,1022,1810,3,-19.233990962187033,-17.64902846146588,-16.06406596074472,17.507533058368704,1977-1980
taxpayer,1022,3121,3,-20.020009622135674,-18.43504712141452,-16.850084620693362,18.222998075514617,1977-1980
lothian,1022,1774,2,-19.789969775238685,-18.789969775238685,-17.789969775238685,28.550891254079325,1977-1980
suppose,1022,3438,4,-19.744533310415683,-17.744533310415683,-15.744533310415683,14.242670145801828,1977-1980
raise,1022,16960,4,-22.047028030388184,-20.047028030388184,-18.047028030388184,15.903569002890501,1977-1980
improve,1022,6307,5,-20.297989603921405,-17.97606150903404,-15.654133414146678,12.611850042244187,1977-1980
politic,1022,1688,2,-19.718278669644807,-18.718278669644807,-17.718278669644807,28.44746285156319,1977-1980
flourish,1022,246,2,-16.93969398627686,-15.939693986276863,-14.939693986276863,24.438812508178223,1977-1980
self,1022,3328,2,-20.697619199078716,-19.697619199078716,-18.697619199078716,29.860352576719063,1977-1980
regulation,1022,6148,9,-19.413155929186082,-16.24323092774377,-13.073305926301455,8.83530801968427,1977-1980
market,1022,11194,5,-21.125689418445912,-18.80376132355855,-16.481833228671185,13.126128852336775,1977-1980
recent,1022,7220,2,-21.814962602712157,-20.814962602712157,-19.814962602712157,31.472338364111025,1977-1980
cardiff,1022,804,3,-18.063268671395395,-16.478306170674237,-14.893343669953083,16.441895705803724,1977-1980
internal,1022,1896,2,-19.885922729835883,-18.885922729835883,-17.885922729835883,28.68932210583535,1977-1980
inherit,1022,644,2,-18.32809635905224,-17.32809635905224,-16.32809635905224,26.441853726139733,1977-1980
entrenched,1022,118,3,-15.294860029578308,-13.709897528857152,-12.124935028135994,13.921981564689085,1977-1980
american,1022,2272,3,-19.56196409972115,-17.977001598999994,-16.392039098278836,17.806067073432136,1977-1980
south,1022,14112,2,-22.78181432649514,-21.78181432649514,-20.78181432649514,32.867210551287684,1977-1980
either,1022,7244,2,-21.81975031188779,-20.81975031188779,-19.81975031188779,31.47924556839593,1977-1980
uncertainty,1022,1452,2,-19.501005218933372,-18.501005218933372,-17.501005218933372,28.134003521704972,1977-1980
statute,1022,2167,2,-20.078662919031295,-19.078662919031295,-18.078662919031295,28.96738742096757,1977-1980
secretary,1022,46940,10,-22.193781607460792,-18.871853512573427,-15.549925417686067,9.638636884686104,1977-1980
beyond,1022,3127,5,-19.285814889975303,-16.963886795087937,-14.641958700200576,11.982950532591593,1977-1980
refer,1022,19252,7,-21.42254526684489,-18.615190344787287,-15.807835422729681,11.009010501972538,1977-1980
application,1022,4395,7,-19.291472008910784,-16.48411708685318,-13.676762164795575,9.913855487251697,1977-1980
various,1022,5855,2,-21.5126329363262,-20.5126329363262,-19.5126329363262,31.03616885370239,1977-1980
proposal,1022,19771,17,-20.180814862410838,-16.093352021160502,-12.005889179910163,7.122942190268892,1977-1980
mouth,1022,443,2,-17.78834236949264,-16.78834236949264,-15.78834236949264,25.663153322102065,1977-1980
staff,1022,6520,15,-18.760945134447542,-14.854054538839025,-10.947163943230507,6.927842447976631,1977-1980
fight,1022,3038,4,-19.566085635439705,-17.566085635439705,-15.566085635439707,14.113947357928824,1977-1980
simple,1022,3568,3,-20.21311688013677,-18.628154379415616,-17.043191878694458,18.398771876693566,1977-1980
parliament,1022,19014,9,-21.0420289245987,-17.872103923156388,-14.702178921714074,9.57664006749313,1977-1980
call,1022,12908,10,-20.331229248537202,-17.009301153649837,-13.687373058762477,8.829740672949704,1977-1980
start,1022,7645,6,-20.312517766464634,-17.727555265743476,-15.142592765022322,11.336632017474919,1977-1980
subject,1022,16432,7,-21.194045025198214,-18.38669010314061,-15.579335181083005,10.891584606559224,1977-1980
central,1022,5760,9,-19.319107575824983,-16.14918257438267,-12.97925757294036,8.792504769469803,1977-1980
critical,1022,1294,3,-18.749838882208973,-17.16487638148782,-15.57991388076666,17.0668388435197,1977-1980
deride,1022,56,2,-14.804534402995227,-13.804534402995227,-12.804534402995227,21.358428365871266,1977-1980
quango,1022,402,6,-16.063268671395395,-13.478306170674237,-10.893343669953081,8.965080942653506,1977-1980
complex,1022,1675,5,-18.385196766282757,-16.063268671395395,-13.741340576508032,11.423365029643884,1977-1980
effort,1022,4801,2,-21.226298701596217,-20.226298701596217,-19.226298701596217,30.623075873220706,1977-1980
feel,1022,12145,10,-20.243326255573486,-16.921398160686124,-13.599470065798764,8.791564888162782,1977-1980
devolution,1022,5445,6,-19.822933313820737,-17.23797081309958,-14.653008312378422,11.063389731860084,1977-1980
real,1022,8056,4,-20.973027448944407,-18.973027448944407,-16.973027448944407,15.128841346510102,1977-1980
reasonable,1022,4703,2,-21.196545097795603,-20.196545097795603,-19.196545097795603,30.580150496568987,1977-1980
argument,1022,17394,8,-21.083481599720177,-18.083481599720177,-15.083481599720175,10.139011449530004,1977-1980
favour,1022,5767,11,-19.031353169357445,-15.571921550720148,-12.11248993208285,7.936690724256544,1977-1980
question,1022,42124,15,-21.452643702813045,-17.54575310720453,-13.638862511596008,7.9218042908072945,1977-1980
prove,1022,3879,4,-19.918648541469032,-17.918648541469032,-15.918648541469034,14.36826773599378,1977-1980
supervision,1022,608,2,-18.245106994381207,-17.245106994381207,-16.245106994381207,26.32212538128231,1977-1980
priority,1022,4212,4,-20.03746920196334,-18.03746920196334,-16.03746920196334,14.453978724818924,1977-1980
bumf,1022,12,3,-11.997179480937621,-10.412216980216465,-8.82725447949531,10.920303372432022,1977-1980
urgent,1022,2239,2,-20.125818293790218,-19.125818293790218,-18.125818293790218,29.035418246283527,1977-1980
legal,1022,4169,3,-20.437702637024856,-18.852740136303698,-17.26777763558254,18.60319864235478,1977-1980
improvement,1022,5131,4,-20.322203791129038,-18.322203791129038,-16.322203791129038,14.659371314698378,1977-1980
working,1022,2427,2,-20.24213787408876,-19.24213787408876,-18.24213787408876,29.203231927938518,1977-1980
clumsiness,1022,11,2,-12.45661109957492,-11.45661109957492,-10.45661109957492,17.971091059639154,1977-1980
regional,1022,6391,4,-20.63900545297945,-18.639005452979447,-16.639005452979447,14.887895407946864,1977-1980
expensive,1022,1599,14,-16.83277878236035,-13.025423860302745,-9.21806893824514,6.378330092895086,1977-1980
dispute,1022,4952,3,-20.68601257943073,-19.101050078709576,-17.51608757798842,18.829220092294058,1977-1980
liberal,1022,4359,3,-20.501998468570463,-18.917035967849305,-17.33207346712815,18.661723230336182,1977-1980
common,1022,8928,11,-19.661869174129514,-16.202437555492214,-12.743005936854917,8.199636321557902,1977-1980
page,1022,3510,2,-20.774434796129547,-19.774434796129547,-18.774434796129547,29.97117405764722,1977-1980
aware,1022,15774,4,-21.942440408276823,-19.942440408276823,-17.942440408276823,15.828124981011287,1977-1980
allow,1022,13327,10,-20.37731582192854,-17.05538772704118,-13.733459632153814,8.849755817463391,1977-1980
outside,1022,6347,2,-21.6290386082204,-20.6290386082204,-19.6290386082204,31.204106739275502,1977-1980
stop,1022,4059,2,-20.984088105635315,-19.984088105635315,-18.984088105635315,30.273639847577154,1977-1980
point,1022,47968,15,-21.640073553276963,-17.733182957668443,-13.826292362059926,7.991016394182495,1977-1980
enlarge,1022,401,2,-17.644637907392543,-16.644637907392543,-15.644637907392543,25.45583160727664,1977-1980
beautiful,1022,313,2,-17.28719832787024,-16.28719832787024,-15.287198327870241,24.940155298482377,1977-1980
education,1022,11470,7,-20.675402329783203,-17.8680474077256,-15.060692485667996,10.62505498510327,1977-1980
time,1022,57938,34,-20.731938903363815,-15.644476062113478,-10.557013220863137,5.879131971516285,1977-1980
result,1022,15863,17,-19.863094657607412,-15.775631816357071,-11.688168975106732,7.0108008983079575,1977-1980
ulster,1022,1733,4,-18.75623542009779,-16.75623542009779,-14.75623542009779,13.529763913160505,1977-1980
endure,1022,291,2,-17.182054823845906,-16.182054823845906,-15.182054823845904,24.788465286644783,1977-1980
decide,1022,11737,4,-21.515955560399345,-19.515955560399345,-17.515955560399345,15.520481193487727,1977-1980
make,1022,107459,50,-21.06675008328042,-15.422893893505698,-9.779037703730973,5.385129395724195,1977-1980
fair,1022,7223,3,-21.23059943525762,-19.645636934536466,-18.060674433815308,19.324924410773065,1977-1980
channel,1022,1930,2,-19.911564613093063,-18.911564613093063,-17.911564613093063,28.726315523649536,1977-1980
initiative,1022,2145,4,-19.063941413324528,-17.063941413324528,-15.06394141332453,13.751726868400517,1977-1980
ministers,1022,9216,3,-21.58214198165878,-19.997179480937625,-18.412216980216467,19.644912226335684,1977-1980
wales,1022,14432,11,-20.354731485555707,-16.895299866918407,-13.43586824828111,8.488582348219698,1977-1980
income,1022,10583,4,-21.36664051172124,-19.36664051172124,-17.36664051172124,15.412773153358728,1977-1980
government,1022,118791,119,-19.96042772898614,-13.065609965678195,-6.170792202370252,4.17658755999012,1977-1980
involve,1022,13271,40,-18.371240850752756,-13.049312755865394,-7.72738466097803,4.980168389689357,1977-1980
bind,1022,3362,2,-20.71228349017379,-19.71228349017379,-18.71228349017379,29.881508676760077,1977-1980
certainly,1022,12833,9,-20.47482533104601,-17.3049003296037,-14.134975328161387,9.318494587325448,1977-1980
swollen,1022,17,6,-11.499679821466804,-8.914717320745648,-6.329754820024492,6.418093510297574,1977-1980
example,1022,13513,12,-20.134277360458483,-16.549314859737326,-12.964352359016171,8.10262927268364,1977-1980
million,1022,21064,12,-20.77470878626253,-17.189746285541375,-13.604783784820215,8.360357838003662,1977-1980
discipline,1022,1102,2,-19.10308798950878,-18.10308798950878,-17.10308798950878,27.559930308129836,1977-1980
referendum,1022,6269,2,-21.611199095373344,-20.611199095373344,-19.611199095373344,31.178369762559175,1977-1980
claim,1022,7780,5,-20.600805825923814,-18.278877731036452,-15.95694963614909,12.800000339725644,1977-1980
mainly,1022,1301,3,-18.75762222693426,-17.172659726213105,-15.587697225491949,17.073923549203013,1977-1980
paperwork,1022,41,3,-13.769768984834549,-12.184806484113393,-10.599843983392237,12.53378387158601,1977-1980
energy,1022,6304,2,-21.619231300394,-20.619231300394,-19.619231300394,31.18995778490988,1977-1980
deserve,1022,1497,2,-19.54503798699604,-18.54503798699604,-17.54503798699604,28.197529377825596,1977-1980
patient,1022,3681,3,-20.25809901460053,-18.67313651387937,-17.088174013158216,18.43971637997988,1977-1980
penny,1022,560,2,-18.12646249788259,-17.12646249788259,-16.12646249788259,26.150957554554985,1977-1980
kingdom,1022,17045,8,-21.05424045996493,-18.05424045996493,-15.05424045996493,10.124949433758392,1977-1980
fact,1022,22342,11,-20.98521857990607,-17.525786961268775,-14.066355342631477,8.751515888938755,1977-1980
school,1022,13663,3,-22.150203652319735,-20.56524115159858,-18.980278650877427,20.161984242114464,1977-1980
ministerial,1022,1463,5,-18.189965440188747,-15.868037345301383,-13.546109250414023,11.302060986421276,1977-1980
accountability,1022,748,4,-17.544073940825257,-15.544073940825257,-13.54407394082526,12.655374235708946,1977-1980
live,1022,8170,3,-21.40833734324951,-19.823374842528356,-18.2384123418072,19.486708426685876,1977-1980
virtually,1022,1835,2,-19.838743828668196,-18.838743828668196,-17.838743828668196,28.621257339086135,1977-1980
declare,1022,2311,3,-19.5865185246841,-18.00155602396294,-16.416593523241783,17.828417474220675,1977-1980
nothing,1022,9586,7,-20.41653778349898,-17.609182861441376,-14.801827939383772,10.492024923869511,1977-1980
regard,1022,14109,8,-20.781507598516757,-17.78150759851676,-14.781507598516761,9.99379265152548,1977-1980
serve,1022,4568,2,-21.154526416300463,-20.154526416300463,-19.154526416300463,30.519530353151254,1977-1980
manchester,1022,1632,2,-19.66960482290912,-18.66960482290912,-17.66960482290912,28.377241334256624,1977-1980
concern,1022,20355,16,-20.310275081964996,-16.310275081964992,-12.310275081964996,7.325383284960396,1977-1980
long,1022,23849,8,-21.538820635091575,-18.53882063509157,-15.538820635091573,10.357983238947831,1977-1980
redundant,1022,523,2,-18.02784661718456,-17.02784661718456,-16.02784661718456,26.008684912519044,1977-1980
shall,1022,43769,16,-21.414801283268655,-17.41480128326866,-13.414801283268657,7.723756903248575,1977-1980
company,1022,17875,8,-21.1228351023781,-18.122835102378097,-15.1228351023781,10.157936483905402,1977-1980
absurd,1022,1022,2,-18.994358961875243,-17.994358961875243,-16.994358961875243,27.403067479162253,1977-1980
hand,1022,7582,16,-18.885542222108267,-14.885542222108267,-10.885542222108267,6.811519527083683,1977-1980
risk,1022,3941,6,-19.356563014354297,-16.771600513633143,-14.186638012911986,10.803103511819977,1977-1980
bureaucratic,1022,633,6,-16.718278669644807,-14.13331616892365,-11.548353668202495,9.330648983173816,1977-1980
issue,1022,18235,6,-21.566639559439942,-18.981677058718784,-16.39671455799763,12.036570717123942,1977-1980
simplify,1022,315,3,-16.711424998603746,-15.126462497882587,-13.541499997161432,15.21139456656147,1977-1980
exhort,1022,49,2,-14.61188932505283,-13.61188932505283,-12.61188932505283,21.0805002672721,1977-1980
worker,1022,9078,2,-22.145338253875515,-21.145338253875515,-20.145338253875515,31.948969677674864,1977-1980
fast,1022,1892,2,-19.882875854277017,-18.882875854277017,-17.882875854277017,28.684926393576365,1977-1980
remove,1022,3788,9,-18.714475094963696,-15.544550093521382,-12.374625092079068,8.51732466858348,1977-1980
need,1022,34368,35,-19.93667474197807,-14.807391725033101,-9.678108708088136,5.607517013011142,1977-1980
rate,1022,21312,6,-21.79159534728773,-19.20663284656657,-16.621670345845416,12.162120932826,1977-1980
individual,1022,7330,15,-18.929886368350278,-15.022995772741758,-11.11610517713324,6.990227271505373,1977-1980
second,1022,11822,6,-20.941403485467358,-18.3564409847462,-15.771478484025042,11.68761982013666,1977-1980
governmental,1022,241,2,-16.910068817167584,-15.910068817167582,-14.910068817167582,24.396072423618772,1977-1980
attitude,1022,6193,3,-21.00863971093399,-19.423677210212837,-17.83871470949168,19.12288796296242,1977-1980
back,1022,15558,20,-19.60062037762471,-15.27869228273735,-10.956764187849986,6.5428478207672045,1977-1980
