id	window
22633-1985-06-11.7.3.68.2-conservative	I should like to draw the attention of my right hon .and hon .friend on the Front Bench to some serious point about the youth training scheme .there be danger in that scheme — for example , too much bureaucracy .I hope that we shall address ourselves to those danger .I hope that there will be more co - operation and liaison between the Manpower Services Commission , education and industry .the line of communication between those three area of national life be not as good as they should be .I hope that minister be take note of this point .as a matter of urgency , we should do all that we can to raise the standard of achievement on the YTS .I hope that we shall not be tempt , as sometimes happen , to mislead our young people into the belief that they be gain qualification when they be not .
22633-1985-06-11.7.3.68.7-conservative	the financing of teacher ' salary should be take out of the control of local authority because , ideally , school should be run by head teacher and board of governor .state school should be run by those who be close to the school , not by large bureaucracy .there must be local input .that matter need debate and discussion .I hope that there will be much more debate and discussion before we finish discuss local government finance and related topic .
-1985-06-12.4.1.67.3-na	  I be totally persuade that the defence of Western Europe must be , however it be conceive , conventional .in the past few year , there have be sign of some movement within the NATO bureaucracy to try to move away from reliance on battlefield nuclear weapon .General Rogers have make a number of speech emphasise the need to strengthen conventional defence and some -action have be take .some of we , perhaps naively , -saw this as a small step away from reliance on battlefield nuclear weapon .at Montebello in 1983 NATO minister agree to reduce these weapon by 1,400 to 4,600 and to remove completely all atomic demolition mine .
10115-1985-06-18.4.4.8.1-conservative	I agree with my hon .friend that the very welcome increase in the number of patient be treat be the result of more money be spend on the NHS and well management and use of resource .I do not believe that the Opposition could rival that , give their pledge to restore the old bureaucracy and end the search for cost - effectiveness in the support service .their spokesman seem more anxious to assure the trade union that all will go back to the previous arrangement than to concentrate on what be need to improve the NHS .
16392-1985-06-18.11.1.46.3-labour	the poor hate their poverty , and we hate their poverty with they , yet the Government will now make it bad .the Government will worsen their position with the interlock system of family credit and with cut in housing benefit and income support .poor people will be catch in an even big snarled - up mess of bureaucracy and mean test .the non - working poor will be disadvantage by lose benefit and suffer new burden , and the work poor will suffer from reduction range from school milk and school meal to housing benefit and other pass book benefit , which they can claim under the present system .
10352-1985-06-18.11.1.108.6-conservative	"ah , """" say my right hon .friend , if I may paraphrase he , as he desperately search for an answer which would not smack of political opportunism , """" child bearing carry particular cost and responsibility for the duchess as for everyone else . """"grant ; but why make she pay crippling income and capital taxis on the one hand and give she a benefit that she do not need on the other ?do we really think that the high income class of this country be such dolt that they enjoy the state decide for they what crumb they shall be offer in return for the taxis that they pay in order to subsidise the monstrous leviathan of an out - of - control bureaucracy spend £ 40 billion a year ?"""
18931-1985-06-20.8.1.29.3-conservative	the Government 's proposal at the Stresa meeting of Foreign Ministers be intend to improve political co - operation .first , we believe that it be highly desirable that at this stage in the development of political co - operation a small secretariat should be establish to assist the Presidency of the Council of Ministers at any give time .because the Presidency change every six month , there be insufficient continuity , which cause problem .it be widely recognise that there should be a small secretariat .no one , and certainly not the British Government , want an unwieldy bureaucracy or anything other than the minimum require to assist Community Foreign Ministers .
10504-1985-06-20.8.1.42.1-labour	"""I beg to move , to leave out from """" House """" to the end of the Question and to add instead thereof : call on the Government to ensure that proper control be exercise over the Common Agricultural Policy ; expect the Government to take all possible step to ensure that expenditure be make subject to effective limit and urge the Government to use the british veto as necessary to protect very important national interest ; urge the Government to ensure that area in Britain with special need receive a proper share of the regional aid budget ; believe that the European Council should be fully engage in planning job and give particular attention to youth employment and should not dilute its energy by focus on less important goal ; urge the European Council to cut the burden of bureaucracy and to reduce the number of Community rule and regulation ; and urge the Government to resist any proposal to dismantle border control which would interfere with its ability to combat terrorism and drug trafficking . """" .we in the Opposition be extremely glad that , even late in the day , the Government be debate in the House the major issue which will come before the Heads of Government conference at the European Council next weekend in Milan .it be not before time that the House of Commons have its opportunity to have a say on the great issue that preoccupy those who run the affair of state in the European Community .a mere eight day before the summit , it would be fair to say that it be somewhat late for the House to have such a discussion .however , the Opposition have table an amendment in reasonable term sufficiently criticise those aspect of the Community that we consider worth criticise .we hope that , in the light of the spirit in which it be move , the Government will join we in a common approach to these problem ."""
10504-1985-06-20.8.1.52.4-labour	may I now deal with the central , specific recommendation of the Dooge committee : the abolition of the veto in meeting of the European Council , increase power for the European Parliament , and reform of the internal common market .first , nobody minimise the frustration of the european Members of Parliament who be deny any real role in the European Assembly .they be catch up in the web of bureaucracy and the lost direction of the Community .however , that alone be not a reason for increase the power of the European Parliament .there appear to be a degree of unanimity between the Government and the Opposition on that point .
22596-1985-06-20.8.1.109.5-conservative	the EEC document envisage that , although the treaty of Rome be not specifically concerned with cultural affair , its social , economic and fiscal provision should nevertheless be implement in the cultural sector .the Commission also disavow any intention to direct or co - ordinate national cultural policy .the first would surely create a conflict of sovereignty .the latter would equally create an overlap with the Council of Europe .however , the net result of seek to complement could become a recipe to duplicate .the danger of additional bureaucracy and political antagonism in decision making must be avoid with all determination .
10095-1985-06-21.3.1.69.1-conservative	I welcome the debate on small firm and propose to speak briefly and mainly on attitude , objective and reason and to give example of and make comparison with small firm in Britain and abroad .until the conservative party win the general election in 1979 , Britain have lose the will and the feel for enterprise .we have lose the opportunity to develop the ethos of enterprise which lie at the heart of a small firm .with some reservation , I recommend hon .member to read Samuel Smiles .I do not agree with all that he write , but on read his book — one book alone sell as many as 250,000 copy , which be a great number than that achieve by most other 19th century novelist — and make due allowance for the time in which they be write , I be give much food for thought .he write at a time when virtually all firm be small .many be become large , but Samuel Smiles and his generation in the 1850 and 1870 know and understand how to combine enterprise , self - help , risk and compassion .they start from scratch .there be no large corporation , no state involvement , no bureaucracy and no social security .small firm make thing from nothing .
22075-1985-06-24.10.2.26.1-conservative	"""I beg to move , to leave out from """" House """" to the end of the Question and to add instead thereof : ' welcome the Government 's many major initiative which be produce for the first time coherent industrial and training strategy for the country as a whole , within which employer , in co - operation with other concern with provide training , can anticipate and meet emerge skill need . ' .I have listen carefully to the hon .member for Huddersfield ( Mr. Sheerman ) , just as I listen to what he have to say two week ago , but I do not hear anything new .nor do I hear anything constructive — although , to give he his due , he be more constructive about the youth training scheme this week than he be two week ago .despite the hyberbole towards the end of his speech , I do not hear anything relevant to the problem and need of today .he talk about train committee , and a comprehensive contributory fund .we know what that mean — the heavy hand of bureaucracy .that be precisely what the opposition want .I assume that the hon .Gentleman be unable to answer my hon .friend the Member for Langbaurgh ( Mr. Holt ) and for Harlow ( Mr. Hayes ) because he could not .the opening speech be just like last week 's debate , but , for all that , I welcome the opportunity to debate training again ."""
16430-1985-06-24.10.2.68.4-conservative	like my hon .friend the Member for Slough ( Mr. Watts ) , I choose to make my maiden speech on this subject .I wish to continue the theme on which I start in the House two year ago but on which I have be speak publicly outside for more than a decade — the theme of the lack of cohesion between education and training .education happen in school and training happen outside school .there seem to be almost no relationship between the two .I resign from an MSC committee because I want a headmaster of a school to be include on the committee so that there be a link between education and further education .a principal of a college of further education say that he would resign from that committee if I try to force through the measure .in the end , I give up try to beat such bureaucracy .
10019-1985-06-25.5.1.25.1-conservative	will my right hon .friend use the opportunity of the forthcoming european summit to strike a blow on behalf of million of small business throughout the Community by try to amend the sixth directive on value add tax to increase the threshold to above £ 50,000 a year so that small business can get on with the job of make a profit and create new job rather than be weigh down by the enormous bureaucracy in the EEC ?
18427-1985-06-25.8.1.15.1-liberal	the Minister be to be congratulate on ease these unworkable regulation , which be always a triumph of bureaucracy over humane and political judgment .if he will not withdraw all the regulation , will he consider two immediate exemption : first , an exemption for those who be offer council accommodation which will be available after the end of their allow stay ; and , secondly , an exemption for those who be offer job which will begin after the period of allow stay ?will he also give instruction that people be allow to stay where they be pende an appeal ?thirdly , will he commend those authority which have set up a system of prevention similar to that in Leeds , where the DHSS notify people when they must move on and also notify the social service and give individual a list of telephone number of the citizen advice bureaux and social service , which be a help when people would be allow to stay but be unaware of their right ?
10130-1985-06-25.8.1.33.1-labour	be it not apparent , from the host of case of intolerable hardship that have be create in the last two month , that thousand of vulnerable young people who ought to have be exempt have be hit by the regulation , include my constituent , Brian Brown , who kill himself two day after be make homeless under these regulation ?be it not unrealistic and unjust to pass the buck to these vulnerable young people and say that mentally ill people , who may be barely semi - literate , should first work their way through a four - page leaflet to find out whether they be exempt ; that , secondly , they should claim exemption ; and that , thirdly , they should successfully pursue an appeal through the dhss bureaucracy ?can not the Minister grasp the fact that it be up to he to protect such people and that they should not be force to have to protect themselves against he ?
10270-1985-06-25.12.1.122.1-conservative	yet we be say to the Community that it have to prove the miraculous .there be another myth .there be many myth about this great bureaucracy in Brussels .let I tell my hon .friend , formerly a Member for Scotland , that the size of the staff in Brussels be low than the size of the Scottish Office in Edinburgh .
10270-1985-06-25.12.1.124.1-conservative	it be ; I check the figure yesterday .Brussels be responsible for 320 million people ; Edinburgh be responsible for 5½ million people .which have the bureaucracy ?let we stop that spurious argument as well .let we raise the level of this debate , as I have be try to do , when we consider the great issue of state and , above all , the future of our country and of the European Community .
16998-1985-06-25.12.1.185.2-conservative	I differ from several of my right hon .and hon .friend who support the Common Market and who believe that they can show their sympathy with the cause of co - operation in Europe by throw ever more money at the Brussels bureaucracy , as if it be some sort of virility symbol .co - operation in Europe be not achieve merely by throw still more money in that direction .
16998-1985-06-25.12.1.185.7-conservative	substantial saving could be make in the Community by not duplicate expenditure .an argument in favour of the CAP be that that policy be administer from Brussels and not duplicate in each nation state , unlike expenditure on road , by - pass and the many new construction that one see when one drive about the country , which be advertise as be assist by , for example , a 10 per cent .grant from the Common Market fund .Assisted , be blow .it be our money that be be expend on those project .that money have be launder not by one bureaucracy in Westminster , but by a second in Brussels .overseas aid be another example of that .it be not necessary in development of that nature , although the project be worthy .
18333-1985-06-25.14.1.12.2-conservative	we want a large , unified market where 280 million people can trade .we want to cut down on non - tariff barrier , which we have do .but we do not need a colossal bureaucracy in Brussels across the Channel with a colossal budget to spend on european policy .if one be to allow insurance to cross frontier in the European Community , if one be to allow good to cross frontier , if one be to allow company to come together and have joint investment programme , and if one be to increase the size of the market , why do one need money for that ?we have dispense with theproblem of the CAP .we should nationalise all or part of it .that will save we some money .we do not need to vote for the money resolution on that basis .
18333-1985-06-25.14.1.12.3-conservative	why else do the Community need money ?do the Community need money for social or regional policy ?as my hon .friend the Member for Ludlow ( Mr. Cockeram ) say , do we need to send our cash across to Brussels so that the people there can launder it and send it back to we ?they put great sign up outside town and on road say that it be Community largesse , that people should be grateful for it , that the Community work , and that it be Community money .it be our money that we send there .they take some of it for administration and bureaucracy , dilute it in other way , and return it to we .it would be more sensible for we to make our own decision with our own money .
18333-1985-06-25.14.1.15.6-conservative	the message be clear .the signal be on go .take no account , just spend the money .increase agricultural expenditure , increase expenditure on bureaucracy .dream up nice little european policy and make nice federal Europeans of we all .the message from the Commission be that everyone should go off and devise strategy and policy .then there will be great bartering and negotiating session .some policy will be throw out and some will be accept .then , because the British Government want some policy to be accept , they will have to agree to other that they do not want .last week we listen to a lot of nonsense about the temperature in the centre of a frozen pea .our retailer and shopkeeper will have to buy expensive equipment that they do not need to meet standard that be not require because european regulation say they must .
10298-1985-06-26.7.3.11.9-liberal_democrats	"""Amendment no .26 provide that , on payment of """" reasonable fee """" , information will be make available .I accept that there must be a reasonable fee , but the Parliamentary Secretary know that we be again consider the question of definition .what be """" reasonable """" ?it be clear that , since the last stage of this Bill be consider , the Treasury have be at work on it .we be consider several small amendment that quietly emanate from the Treasury and add little money - recoup measure .this be one of they .I do not object to the Treasury suggest that a reasonable fee be require .of course we must pay for photocopying and the like , but we can not have fee that reflect the cost of the work go on and partly pay for the research and the official .they be there anyway .the official ' time be give in the public service , for which they be pay .member of the public , who may not be on big salary pay by the British Agrochemicals Association or any other firm , need to be assure that we be talk about matter of penny , not pound , and that the fee be reasonable at all stage .if the Government be commit to access and to freedom of information , they must not put up barrier , whether of cost or of bureaucracy ."""
10108-1985-06-26.7.14.7.5-labour	thirdly , the regulation must take into account the pesticide and chemical that be regard as not suitable for use , but be nevertheless sell .I be especially think of DDT .we must acknowledge the point make by hon .member on both side of the House that the Friends of the Earth have do a great deal of work in that respect .it have bring out example which , perhaps , have surprise bureaucracy and surprise we , but we be all the well for know about they .I hope that the Government will give an assurance that , under the regulation , it will be illegal to sell pesticide that have be withdraw .
10591-1985-07-01.12.3.33.7-conservative	some people have say that it would be good to have a Community foreign policy .I remember the invasion of Afghanistan , when the Council of Ministers issue a statement that be less strong than that issue by the italian communist party .the Government be use money to establish a new bureaucracy which will form a Common Market Foreign Office .it will obviously be a big thing and expensive , and it be quite likely that some of our Foreign Office staff who work on EEC affair will join it .
11026-1985-07-03.4.3.3.1-conservative	be my hon .friend aware that the House will applaud the initiative that he have take to seek to cut away unnecessary bureaucracy and red tape , which be indeed a burden on business ?what further action do he propose ?will he bear in mind the increase — some of we would say regrettable increase — in Common Market regulation ?
22007-1985-07-03.4.7.7.1-conservative	be my hon .friend aware that while it be helpful to provide information to small business to enable they to deal with the labryinth of bureaucracy , that be not enough ?be he far aware that we need a change of attitude in his and other Departments to give a slight discrimination in favour of small business , instead of keep to the old pattern , which many in the Departments tend to do ?
17660-1985-07-08.14.7.49.2-conservative	since the Government come to power in 1979 , they have talk about the abolition or reform of the metropolitan county structure .the matter be discuss in the Department of the Environment early in the life of this Government .no report on local government recommend the present metropolitan county structure .it be a compromise .some of we think from the beginning that it be a botched compromise , because those authority be large , have large bureaucracy and incur vast expenditure on salary , but have relatively restrict function .there be no case for continue they .it be not only conservative member or member of the Government in 1979 who believe that ; most labour city leader believe that .Mr. Ken Livingstone in London and the leader in Leeds , Birmingham and Merseyside believe that , because there be no balance of responsibility at the county level as there be at the shire level .they be not responsible for education , but they be responsible for substantial transport system , the police and the fire service .
10623-1985-07-08.14.8.53.12-labour	unless there be a sign in the Government 's response to these amendment that their intention be to keep local government local , it be inevitable that we shall be present with a national network that will involve more bureaucracy from the centre .
16415-1985-07-08.14.17.22.5-labour	we say in Committee that their Lordships say that the Government have fail to prove that administrative saving can be make in service by get i d of bureaucracy .we be tell that many service , include waste disposal , fireman and file police , would cost more .however , we now know that the cut will be make in the voluntary sector .the Government be motivate to attack the GLC and the metropolitan county because they want to cut the amount of money give to voluntary organisation .they do not like the way in which local government be set new trend in encourage community activity , bring people close together , work closely ' with the Labour local authority to improve condition in their community and pioneer in the traditional local government way .they know that the spin - off would be support for the Labour party , and that be why they be so vindictive against the GLC and the metropolitan county .that be why they be attack the voluntary sector .
16500-1985-07-08.15.2.39.1-conservative	with the great respect , the hon .Gentleman know that that be nonsense .in other european country the borough do not have the power that ours have .our borough have education responsibility but in almost every other european country those responsibility be carry by the state .I can not see what additional power a regional authority would have apart from one or two wide planning function which could be deal with just as effectively by regional conference as and when require rather than by set up a regional authority with a vast bureaucracy to support it .
10635-1985-07-11.7.7.6.15-plaid_cymru	if we be to turn the theory into practice , we need a tremendous commitment .we have to avoid the pitfall of bureaucracy .we have to avoid put people into job and think that by appoint more theoretical people behind desk we shall succeed .we must have people who be enthusiastic at the sharp end .it be a challenge to every Government , and one that be worthy of the effort .
16780-1985-07-12.3.1.94.10-labour	a computer Department concept be a relic of the old day of the mainframe .I remember my day in ICI , where I use to work 30 year ago .the computer Department establish a priesthood , a bureaucracy , which stand between the real user of the system and the actual application that he want to get on with .the position today have drastically change .it be possible to have and to operate open system to which anyone can connect as a user or provider of information .it be possible for those service to be access by different grade of user pay different tariff for different kind of service .it be possible for access to be provide throughout the country over the public telephone network .it be possible for those service to have any require degree of confidentiality .
16780-1985-07-12.3.1.94.19-labour	any four - year , £ 5 million programme aim at put a black Model T Ford on to every Member 's desk be doom to obsolescence before it start at a time of such rapidly move technology .the House should slip more comfortably into the computer age .if each Member an each Parliament be allow to spend the £ 5,000 a year on the 1990 equipment and service that he need , he would obtain far well value .we be , after all , a Parliament of Members , not a bureaucracy .the computer have get out of the bottle and democratise itself .it can not be stuff back by man in grey flannel suit .we should allow hon .member the resource to use the new information technology effectively in the service of the House .
10011-1985-07-15.7.1.31.2-labour	will the Minister now consider air - freight spare for the lorry ?be he convince that there be adequate team of mechanic who will be available on the spot to deal with the lorry ?will he reconsider the withdrawal of the Hercules , a point already put to he ?will he give the present position of the train for which our british manufacturer tender in January and to which the slow EEC bureaucracy agree only in June ?
10047-1985-07-16.5.1.2.1-labour	it be obviously not possible to give a detailed response at this stage , but we hope that there will be a full debate on the White Paper in due course .in general term , we would , of course , support the abolition of unnecessary bureaucracy in the interest of small business , but the test that will be apply to the White Paper be whether it deal with the real problem of the economy and unemployment or whether it be just another Government gimmick design to distract attention , and in particular whether we be talk about cut unnecessary bureaucracy or about subordinate vital protection for the consumer and employee in the interest of ideological obsession with deregulation .
17616-1985-07-16.5.1.20.1-conservative	be my hon .friend aware that in the United States the creation of job in deregulated industry have be twice as fast as that in other industry ?therefore , the major advance that have be announce today in free owner - manage business from destructive bureaucracy be very much to be welcome .can we expect to receive yearly White Papers to describe progress on the deregulation programme so that the House of Commons may measure how fast we be move ?
16734-1985-07-16.7.6.46.8-conservative	the power that be in the town hall — the union bureaucracy — have attempt consistently to thwart the wish , aspiration and hope of prospective purchaser , by several different tactic .the late and most dispirit one for prospective purchaser be the law 's delay .I speak as a quasi - lawyer .I recognise that there be sometimes necessary reason for delay , but the way in which the legal department of Southwark council have delay the preparation of the legal document that be require for the transfer and conveyance of property be a scandal .
16390-1985-07-16.7.8.2.24-labour	the consequence of this be that a new Labour Government would be oblige to look again at how Lloyd 's be regulate , just as we would wish to see self - regulation in the City look at again .in the new circumstance arise in the City , with such a rapid change of institution and technology , there be likely to be a premium on the dearest and most direct form of statutory provision , without undue bureaucracy , but at least guarantee to investor adequate protection .
16394-1985-07-17.29.9.2.9-ulster_popular_unionist	a few year ago plan be announce for an extension to the geriatric unit at Crawfordsburn hospital , but nothing have be hear of that recently .the plan have be quietly push aside and conveniently forget by bureaucracy , yet the proper care of the elderly be urgently require in the North down .
16394-1985-07-17.29.9.8.6-ulster_popular_unionist	"""the cut in the meal on wheel service and the closure of a number of vitally need community centre for the elderly in North Down will make life more difficult for our senior citizen , who deserve well from bureaucracy and society .one senior citizen write I a letter state : Dear Mr Kilfedder the senior citizen of Kilcooley , """" — in my constituency in Bangor — who attend the centre , in Carnalea Meth Church hall , have be tell that the centre be close down .they only have a few hour on Wednesday , and enjoy the activity and lunch ( 50p ) provide .at the moment , they have a quiz go and have get into the final and be pleased at this achievement , a simple pleasure which cost nothing , so they be to be deprive of even that by the Eastern health board .the lady mention that most of the folk in the centre be in their 70 and 80 ."""
10133-1985-07-22.16.24.2.6-labour	"""it be worth recall that the former Minister for Trade visit Santiago in October 1980 .in a report which be widely circulate in El Mercurio Weekly Report , a chilean newspaper , he say on his visit to Chile that his experience of the chilean economy be that it be very similar to what we be try to develop now in Great Britain .he be ask what aspect of the economic policy he find so similar and he go on to describe his Government 's belief in cut state expenditure , state bureaucracy and taxis on profit , and remove control and restriction on price and wage , the exchange rate and investment overseas .the Minister go on to say that he wish to """" break up the monopoly of nationalise enterprise """" and he wish the Chilean Government well in their economic experiment ."""
17227-1985-07-23.10.7.8.2-labour	in the light of the situation in May , the Home Secretary impose a visa requirement .it be the first time that any Commonwealth country have have impose on its people the requirement that anyone come here for a short stay should have a visa .the difficulty be not merely the bureaucracy involve in that requirement but the fact that Tamils have to go to our high commission in Colombo and wait while visa application be deal with .we know that they have to go through army road block on the way to Colombo and be sometimes tell that there be no certainty that they will be allow back to their village to await the outcome of their application .
17391-1985-07-24.12.1.10.3-conservative	I have no objection to pay some form of local tax , but the local rate or tax that be administer by locally elect councillor , for whom I have a great deal of admiration , should be spend to the good effect upon those who be least able to help themselves .it should not be squander on massive bureaucracy when those in the private sector could do the job just as effectively for half the price .I urge the Government seriously to consider introduce some form of legislation as early as possible to make competitive tender an absolute necessity for local government .
10511-1985-07-24.14.1.7.3-labour	accord to a reply to a parliamentary question on 2 July , United Kingdom export of datum processing equipment since 1982 have jump into second place as our principal export commodity .datum processing equipment be the very equipment for run the bureaucracy of apartheid , and the export should be stop .the equipment do not appear on the list three year ago .the only use for it be in assist that bureaucracy .
10659-1985-07-26.11.1.3.6-conservative	"""my Department 's 1982 consultation paper , """" local authority assistance to industry and commerce """" , state : local authority have a key contribution to make to the development of small firm — sand indeed to the encouragement of enterprise generally — through the proper exercise of their statutory power , and especially in ensure that enterprise be not unduly hamper by bureaucratic delay , over restrictive planning policy or unnecessarily heavy rate burden """" .in the past week two major Government report have be publish .the White Paper """" lift the Burden """" specifically draw attention to how local authority can help local enterprise to flourish by minimise control and bureaucracy and by adopt a positive approach through the planning system .secondly , the publication """" pleasure , leisure and Jobs """" which my right hon .friend the Secretary of State have send to all local authority outline one important area of economic growth — tourism — and the important role that local government have to play in develop it ."""
10659-1985-07-26.11.1.3.12-conservative	there be obvious danger , as my hon .friend say , if the board divert local government from what it can do to help in basic policy area , in assemble land for example ; or if it lead to additional bureaucracy with its own priority , merely add to industry 's rate burden and impose excessive condition on the firm receive aid .problem would also arise if the scale and nature of the operation work against national or inner - city priority .those danger , while not inevitable , depend upon the guideline that be set for the board by the elect member , how its performance be monitor and how it be make accountable .
10506-1985-10-21.13.1.3.28-labour	as all Opposition Members will be aware , the Minister 's speech be an abject exercise in self - congratulatory illusion — illusion that the Government be support british design , when the public sector , its architecture , premise and facility offer some of the low standard of design .when confront with an opportunity to extend the economic case for good design to the social enhancement of people 's relationship with Government Departments , with inevitable bureaucracy the Government have resolutely refuse to put their money behind their word of support .
18333-1985-10-22.11.1.93.1-conservative	I wonder whether my hon .friend be so confident ?he have spend some time there .it be my view — I do not know whether he will agree — that the member of the European Assembly would like to increase european competence and dominance .they would like to increase european policy over which they have control .basically what they wish to do be to increase european expenditure .it give more power to bureaucracy and less power to democracy .it allow — —
21738-1985-10-22.11.1.94.1-liberal	I give way frequently to the hon .Gentleman , so he must allow I a little pleasure as well .he can not jump in this illogical fashion from , at one moment , condemn the European Parliament on the ground that it take the sort of decision he do not like to say that , of course , all this mean an increase in bureaucracy and a reduction in democracy .he can not have it both way — although he almost always try to .
18333-1985-10-22.11.1.97.5-conservative	there be much that we want to do with our partner and friend in Europe .there be harrier to trade that we want to break down .there be bureaucracy that we want to cut .however , none of that will cost money .if we increase the resource available to the Community , people will think of expensive policy additional to the exist one and in some case additional to the policy that we operate in this country — more policy , more law , more public expenditure .those be reason for impose a ceiling .
18333-1985-10-22.11.1.99.7-conservative	the Bill be bad for Parliament .we be lose control over people 's money and give that control to non - elect bureaucrat .it be bad for Britain .we be try to deal with the problem of big , nationalise organisation which be answerable to nobody , yet here we be pass money to an organisation which be not directly answerable to anybody .it be also bad for Europe .what we want in Europe be mutual deregulation , we want free trade , and we want to cut out bureaucracy .we do not want new , expensive policy .we do not want to feed the appetite of the bureaucrat , and that be what this measure will do .
10107-1985-10-22.13.1.5.19-conservative	"""my Department have recently take over responsibility for policy on small firm , which have an excellent potential as job creator through their ability to respond quickly to market demand , their flexibility in fill gap in the market and their capacity for innovation .we aim to stimulate the development of small business and to create an economic climate which will be conducive to their sustained growth .there be nearly 80 proposal in my noble friend 's recently publish White Paper , """" lift the Burden """" , far to reduce unnecessary bureaucracy and regulation in this sphere ."""
19555-1985-11-06.4.1.66.6-conservative	it be clear that the bureaucracy of the planning process and the attitude of some local authority be unfair burden on business .they discourage enterprise and the creation of new job .therefore , I hope that the propose improvement to the planning system will be fundamental and orientate towards enterprise and job creation .
10394-1985-11-07.6.1.133.18-conservative	I hope that when the power of the police be increase in the Bill that be to be introduce , we shall have learn some lesson from the Police and Criminal Evidence Act 1984 .I vote for most of that measure because I find it acceptable , but certain aspect of it be faulty .we start from the premise that most of the measure be concern with the inner city and London .Britain do not consist only of those area .too much of that legislation be design to placate minority interest in London in relation to the abuse of police power .that result in the police be surround with a massive bureaucracy in that measure , and that be unnecessary .
10394-1985-11-07.6.1.133.19-conservative	"""it be ironic to hear the right hon .member for Manchester , Gorton ( Mr. Kaufman ) talk today about the danger of create too much bureaucracy .at every stage of the Police and Criminal Evidence Act , when my hon .friend and I say , """" we can trust the police .we need not foist all these form on they """" , Opposition Members insist on they fill in form at every stage , even , for example , when stop and search people .the police be oblige to fill in the equivalent of an HORT 1 form every time they suspect somebody on the street .opposition member insist that we surround the police with rigmarole and bureaucracy .their pocket be bulge with book , paper and form .let we start from the premise that we can trust the police and need not shroud they in more bureaucracy simply because we be give they additional power ."""
10427-1985-11-11.10.1.14.1-labour	before the right hon .Gentleman make these serious allegation , will he confirm that the overwhelming majority of the 600 in the Euston area have commit no fraud whatsoever , but have simply move to a different bed - and - breakfast establishment and be not claim any more fund than they have receive previously ?do the right hon .gentleman agree that the reason for this not be know be dhss bureaucracy and the fact that claimant would lose three week ' benefit if they make it clear that they have move ?if there have be fraud in as many case as that , why be it that only 10 have be prosecute ?
17223-1985-11-14.8.2.68.7-conservative	we all know that the European Comunity , the bureaucracy at Brussels , be hardly popular in our country and be not well understand .indeed , one might say that it be very much misunderstood .if our membership of the Community be to endure , it be essential that the wholehearte consent and enthusiasm of the british people be maintain or , at any rate , recover instead of the current grudging tolerance .the alternative will be grow cynicism and ennui , and eventually the anti - common Market pressure may become too strong to resist .that be the route that we be travel along , not simply the one that we may travel if we be not careful .
17223-1985-11-14.8.2.82.5-conservative	second , let we reinforce the capacity of EC industry to compete .from co - operation in practical way , unity of purpose may come in future .if people get use to work together and see benefit from it , other unity will follow .but at this moment we be not travel in that direction .to achieve practical arrangement for work together , rather than permit and from perpetuate argument and conflict which be inimical to progress , it seem to I that we perhaps can not afford a Brussels bureaucracy on its present scale , nor a peripatetic self - important European Parliament .to justify their existence , both will make more work , and will spend more money .the Government , whom I and all conservative member be proud to support , abolish 700 quango and make a bonfire of control .the whole House applaud that , and we should attempt it in Europe .who miss the control when they go ?no one , except the practitioner of Parkinson 's law .
10211-1985-11-14.8.2.162.1-labour	of course , there be bureaucracy and red tape , as I have say from this Dispatch Box before , but the miserly decision of the Council of Ministers be another part of it and the Government must take the prime responsibility for that .the Council have certainly not solve the budgetary problem .it have postpone decision .
22114-1985-11-19.7.1.27.3-labour	I believe that the interest of protect the national park be compelling .the northern route be a feasible and reliable alternative .the delay need not be long than two to three year .such a delay would be tolerable .the balance of judgment on all count be weight against the Secretary of State .whatever he may say , he be put bureaucracy before democracy and his departmental case before that of the Joint Committee .I therefore have no hesitation in recommend to my right hon .and hon .friend that they join I in the Lobby to oppose the Bill .
18362-1985-11-19.7.1.58.2-conservative	the final absurdity from the Opposition Front Bench be the peroration , if it might be dignified with that description , say that what the Government want to do be a triumph of bureaucracy over democracy .the fact be the exact reverse .every tier of local government support the route put forward by the Government .the parish council of Okehampton , which be a town council properly elect , favour the route recommend by the inspector and by my right hon .friend the Secretary of State ; so do the district council , the county council and Cornwall county council , whose interest in the matter be so ably put before the House by the hon .member for Truro ( Mr. Penhaligon ) .
10270-1985-11-22.2.2.40.2-conservative	the Government 's argument be the need for reform .there be nothing new about that , nor do it apply only to UNESCO .in the first report of the Brandt commission there be a proposal for the reform of all United Nations institution so that we could remove overlap , reduce the bureaucracy and use the fund to well effect on the ground rather than at headquarters .I believe that that be still necessary , and that that it be the right approach .
10037-1985-11-22.2.2.57.2-labour	the right hon .Gentleman talk of centralisation .I do not wish to enter into domestic controversy , because we all hope to influence the Government , but we have the most centralised Government ever , who be wipe out local authority .the Government have convey to Washington the power to fire cruise missile from our territory — another example of centralisation .the right hon .Gentleman also base his argument on the size of bureaucracy , but if every bureaucracy in Paris be wind up we should not be member of the EEC or NATO .the right hon .Gentleman 's argument that the threat of withdrawal be the only way in which to get change could be apply widely .
10037-1985-11-22.2.2.57.4-labour	the hon .member for Stroud ( Sir A. Kershaw ) talk about family relationship in UNESCO , but there be a relationship between the chairman of the BBC and a senior Cabinet Minister .such connection be not confine to international bureaucracy .I read today that , although the BBC will lift the MI5 veto on member of the domestic service , it will continue for member of the external service .
