id,adj
10394__Conservative__uk.proc.d.1984-06-07.3,technicality
19178__Conservative__uk.proc.d.1984-06-13.10,body
22023__Labour__uk.proc.d.1984-06-14.7,lack
10158__Labour__uk.proc.d.1984-06-18.9,essay
18487__Conservative__uk.proc.d.1984-06-20.76,attitudes
22050__Conservative__uk.proc.d.1984-06-22.2,diktat
19293__Conservative__uk.proc.d.1984-06-22.2,errors
22441__Conservative__uk.proc.d.1984-06-26.7,interference
22594__Conservative__uk.proc.d.1984-06-26.8,tidiness
22594__Conservative__uk.proc.d.1984-06-26.8,desire
16780__Labour__uk.proc.d.1984-06-27.14,effort
17946__Conservative__uk.proc.d.1984-07-03.9,tangles
22587__Conservative__uk.proc.d.1984-07-04.10,neatness
16413__Conservative__uk.proc.d.1984-07-04.10,delay
22615__Conservative__uk.proc.d.1984-07-05.3,nightmare
17946__Conservative__uk.proc.d.1984-07-05.3,terms
17859__Conservative__uk.proc.d.1984-07-06.13,intervention
17859__Conservative__uk.proc.d.1984-07-06.13,interference
16399__Conservative__uk.proc.d.1984-07-06.13,nonsense
10436__Labour__uk.proc.d.1984-07-09.17,inertia
10291__Labour__uk.proc.d.1984-07-10.9,intervention
21738__Liberal__uk.proc.d.1984-07-10.9,level
22050__Conservative__uk.proc.d.1984-07-12.10,service
16390__Labour__uk.proc.d.1984-07-16.12,control
16390__Labour__uk.proc.d.1984-07-16.12,body
21651__Conservative__uk.proc.d.1984-07-16.12,straitjacket
21651__Conservative__uk.proc.d.1984-07-16.12,quango
18174__Labour__uk.proc.d.1984-07-17.10,nature
10146__Labour__uk.proc.d.1984-07-18.11,crash
10591__Conservative__uk.proc.d.1984-07-20.7,aspect
16413__Conservative__uk.proc.d.1984-07-25.10,waste
10511__Labour__uk.proc.d.1984-07-25.10,nightmare
16732__Conservative__uk.proc.d.1984-07-25.11,dream
17180__Conservative__uk.proc.d.1984-07-25.19,interference
10298__Liberal_Democrats__uk.proc.d.1984-07-30.12,machine
19427__Conservative__uk.proc.d.1984-07-30.12,powers
na__na__uk.proc.d.1984-07-30.16,exercise
10342__Conservative__uk.proc.d.1984-07-31.3,regulations
16392__Labour__uk.proc.d.1984-10-25.4,inhibition
22033__Conservative__uk.proc.d.1984-10-30.8,difficulties
22033__Conservative__uk.proc.d.1984-10-30.8,staffing
10591__Conservative__uk.proc.d.1984-10-31.9,time
22158__Labour__uk.proc.d.1984-11-06.3,paraphernalia
21956__Social_Democratic_Party__uk.proc.d.1984-11-07.7,muddle
19964__Labour__uk.proc.d.1984-11-09.5,fighting
19964__Labour__uk.proc.d.1984-11-09.5,muddles
19964__Labour__uk.proc.d.1984-11-09.5,wrangle
10123__Labour__uk.proc.d.1984-11-09.8,distortion
19735__Conservative__uk.proc.d.1984-11-12.9,nonsense
10074__Liberal__uk.proc.d.1984-11-14.7,reasons
16405__Conservative__uk.proc.d.1984-11-15.6,Fein
18046__Conservative__uk.proc.d.1984-11-19.8,restraints
17998__Conservative__uk.proc.d.1984-11-22.9,delays
19305__Liberal_Democrats__uk.proc.d.1984-11-22.17,decision
19305__Liberal_Democrats__uk.proc.d.1984-11-22.17,smokescreen
10618__Liberal_Democrats__uk.proc.d.1984-11-27.8,imposition
10194__Conservative__uk.proc.d.1984-11-27.8,industry
16413__Conservative__uk.proc.d.1984-11-27.8,hand
16413__Conservative__uk.proc.d.1984-11-27.8,hand
10534__Labour__uk.proc.d.1984-12-03.11,ups
16469__Liberal_Democrats__uk.proc.d.1984-12-03.13,nonsense
16388__Labour__uk.proc.d.1984-12-04.6,muddle
10423__Conservative__uk.proc.d.1984-12-04.10,machine
10726__Conservative__uk.proc.d.1984-12-05.12,barriers
10601__Conservative__uk.proc.d.1984-12-06.8,nonsense
10090__Labour__uk.proc.d.1984-12-10.14,problems
10352__Conservative__uk.proc.d.1984-12-12.8,quota
17946__Conservative__uk.proc.d.1984-12-12.8,horror
21956__Social_Democratic_Party__uk.proc.d.1984-12-12.10,tier
10298__Liberal_Democrats__uk.proc.d.1984-12-12.10,tree
21956__Social_Democratic_Party__uk.proc.d.1984-12-14.4,minefield
10538__Conservative__uk.proc.d.1984-12-17.12,apparatus
10108__Labour__uk.proc.d.1984-12-17.12,system
10553__Ulster_Unionist_Party__uk.proc.d.1984-12-17.14,process
22623__Ulster_Unionist_Party__uk.proc.d.1984-12-17.14,body
19291__Labour__uk.proc.d.1984-12-17.18,blinkering
18427__Liberal__uk.proc.d.1984-12-18.4,traditions
21752__Conservative__uk.proc.d.1984-12-18.13,rule
19093__Labour__uk.proc.d.1984-12-19.8,angle
18907__Conservative__uk.proc.d.1984-12-21.3,confusion
10639__Labour__uk.proc.d.1985-01-14.9,imposition
10291__Labour__uk.proc.d.1985-01-15.8,harassment
10291__Labour__uk.proc.d.1985-01-15.8,requirements
10591__Conservative__uk.proc.d.1985-01-15.9,nonsense
22033__Conservative__uk.proc.d.1985-01-17.3,hassles
17946__Conservative__uk.proc.d.1985-01-17.3,hassles
10015__Liberal_Democrats__uk.proc.d.1985-01-17.6,system
19579__Social_Democratic_Party__uk.proc.d.1985-01-17.8,delays
19356__Conservative__uk.proc.d.1985-01-18.5,burden
19356__Conservative__uk.proc.d.1985-01-18.5,burdens
18578__Conservative__uk.proc.d.1985-01-21.19,way
17717__Conservative__uk.proc.d.1985-01-24.3,loads
10495__Labour__uk.proc.d.1985-01-28.14,nightmare
22023__Labour__uk.proc.d.1985-01-28.14,mind
10038__Labour__uk.proc.d.1985-01-28.14,nightmare
19356__Conservative__uk.proc.d.1985-01-30.4,complexity
10429__Conservative__uk.proc.d.1985-02-01.4,obfuscation
16469__Liberal_Democrats__uk.proc.d.1985-02-04.7,controls
21956__Social_Democratic_Party__uk.proc.d.1985-02-06.9,business
21956__Social_Democratic_Party__uk.proc.d.1985-02-06.9,spider
22622__Conservative__uk.proc.d.1985-02-12.13,control
22622__Conservative__uk.proc.d.1985-02-12.13,state
10034__Liberal_Democrats__uk.proc.d.1985-02-13.10,tangle
10116__Labour__uk.proc.d.1985-02-14.6,arthritis
10034__Liberal_Democrats__uk.proc.d.1985-02-14.10,absurdities
14158__Labour__uk.proc.d.1985-02-15.4,procedure
10427__Labour__uk.proc.d.1985-02-21.9,nightmare
18674__Conservative__uk.proc.d.1985-02-22.4,projects
18416__Conservative__uk.proc.d.1985-02-22.5,exercise
21956__Social_Democratic_Party__uk.proc.d.1985-02-25.7,nightmare
10627__Conservative__uk.proc.d.1985-02-25.8,procedures
10658__Conservative__uk.proc.d.1985-02-26.5,obstacles
16393__Conservative__uk.proc.d.1985-02-26.9,consultation
16413__Conservative__uk.proc.d.1985-02-27.8,authority
21954__Conservative__uk.proc.d.1985-02-28.13,obscurity
10293__Conservative__uk.proc.d.1985-03-01.2,system
10036__Labour__uk.proc.d.1985-03-04.11,tape
22028__Labour__uk.proc.d.1985-03-05.14,system
17476__Conservative__uk.proc.d.1985-03-05.14,abuse
10617__Official_Unionist_Party__uk.proc.d.1985-03-07.13,organisation
14202__Labour__uk.proc.d.1985-03-11.9,pen
10427__Labour__uk.proc.d.1985-03-12.4,course
22631__Conservative__uk.proc.d.1985-03-13.9,delays
21900__Conservative__uk.proc.d.1985-03-14.11,procedure
21900__Conservative__uk.proc.d.1985-03-14.11,procedure
18725__Conservative__uk.proc.d.1985-03-15.4,gauntlet
18725__Conservative__uk.proc.d.1985-03-15.4,tape
17516__Labour__uk.proc.d.1985-03-15.4,paraphernalia
16407__Labour__uk.proc.d.1985-03-18.9,sensitivities
21752__Conservative__uk.proc.d.1985-03-18.10,reasons
22249__Labour__uk.proc.d.1985-03-18.10,nightmare
10019__Conservative__uk.proc.d.1985-03-19.3,duplication
17067__Labour__uk.proc.d.1985-03-19.5,tape
10038__Labour__uk.proc.d.1985-03-20.6,nightmare
10627__Conservative__uk.proc.d.1985-03-22.3,muddle
18469__Conservative__uk.proc.d.1985-03-22.5,advice
10019__Conservative__uk.proc.d.1985-03-25.23,tape
10103__Conservative__uk.proc.d.1985-03-26.16,overlay
22577__Conservative__uk.proc.d.1985-03-26.16,burdens
21956__Social_Democratic_Party__uk.proc.d.1985-03-27.7,control
21956__Social_Democratic_Party__uk.proc.d.1985-03-27.7,nightmare
10298__Liberal_Democrats__uk.proc.d.1985-03-27.7,tangle
10556__Labour__uk.proc.d.1985-03-28.8,sides
10427__Labour__uk.proc.d.1985-04-15.9,organisation
21906__Conservative__uk.proc.d.1985-04-16.10,process
10298__Liberal_Democrats__uk.proc.d.1985-04-16.12,delays
16401__Conservative__uk.proc.d.1985-04-19.9,notion
10427__Labour__uk.proc.d.1985-04-22.7,system
19270__Conservative__uk.proc.d.1985-04-24.7,state
16836__Conservative__uk.proc.d.1985-04-24.7,organisations
16836__Conservative__uk.proc.d.1985-04-24.7,rules
19964__Labour__uk.proc.d.1985-04-25.9,experience
22629__Conservative__uk.proc.d.1985-04-29.22,control
22629__Conservative__uk.proc.d.1985-04-29.22,control
22629__Conservative__uk.proc.d.1985-04-29.22,control
17442__Conservative__uk.proc.d.1985-04-29.22,churning
10469__Conservative__uk.proc.d.1985-04-29.22,load
22049__Conservative__uk.proc.d.1985-04-30.7,paperwork
16760__Conservative__uk.proc.d.1985-05-01.8,organisation
10036__Labour__uk.proc.d.1985-05-01.8,approach
17227__Labour__uk.proc.d.1985-05-02.4,methods
21659__Conservative__uk.proc.d.1985-05-03.4,process
14158__Labour__uk.proc.d.1985-05-03.4,attitude
22072__Conservative__uk.proc.d.1985-05-07.7,intervention
22072__Conservative__uk.proc.d.1985-05-07.7,ones
19579__Social_Democratic_Party__uk.proc.d.1985-05-07.7,quango
17227__Labour__uk.proc.d.1985-05-13.22,procedures
10037__Labour__uk.proc.d.1985-05-15.10,centralism
18724__Labour__uk.proc.d.1985-05-16.7,nonsense
18724__Labour__uk.proc.d.1985-05-16.7,tangle
22614__Conservative__uk.proc.d.1985-05-24.4,problems
19719__Labour__uk.proc.d.1985-06-18.9,terms
10352__Conservative__uk.proc.d.1985-06-18.11,monster
10427__Labour__uk.proc.d.1985-06-18.11,discretion
18892__Conservative__uk.proc.d.1985-06-19.9,solutions
18892__Conservative__uk.proc.d.1985-06-19.9,solutions
18892__Conservative__uk.proc.d.1985-06-19.9,complexity
10284__Labour__uk.proc.d.1985-06-19.9,controls
10206__Conservative__uk.proc.d.1985-06-20.8,systems
18907__Conservative__uk.proc.d.1985-06-20.8,controls
18907__Conservative__uk.proc.d.1985-06-20.8,controls
22075__Conservative__uk.proc.d.1985-06-24.10,control
22635__Conservative__uk.proc.d.1985-06-24.10,round
16412__Labour__uk.proc.d.1985-06-24.10,procedures
10042__Labour__uk.proc.d.1985-06-25.12,madness
21990__Conservative__uk.proc.d.1985-06-25.15,jobs
21956__Social_Democratic_Party__uk.proc.d.1985-06-27.10,jungle
21956__Social_Democratic_Party__uk.proc.d.1985-06-27.10,monster
10556__Labour__uk.proc.d.1985-06-28.3,nature
21973__Conservative__uk.proc.d.1985-06-28.3,system
10120__Labour__uk.proc.d.1985-07-02.6,bungling
22490__Conservative__uk.proc.d.1985-07-08.14,hamper
10120__Labour__uk.proc.d.1985-07-09.4,bungling
16431__Conservative__uk.proc.d.1985-07-11.7,nightmare
10074__Liberal__uk.proc.d.1985-07-15.11,reasons
21966__Conservative__uk.proc.d.1985-07-16.5,requirements
22579__Conservative__uk.proc.d.1985-07-16.5,burdens
22170__Liberal__uk.proc.d.1985-07-18.3,extras
19197__Conservative__uk.proc.d.1985-07-18.7,approach
22165__Conservative__uk.proc.d.1985-07-24.10,interference
17391__Conservative__uk.proc.d.1985-07-24.12,services
10618__Liberal_Democrats__uk.proc.d.1985-07-24.19,imposition
10659__Conservative__uk.proc.d.1985-07-26.11,delays
10659__Conservative__uk.proc.d.1985-07-26.14,procedures
22606__Conservative__uk.proc.d.1985-10-25.5,ears
10617__Official_Unionist_Party__uk.proc.d.1985-10-25.5,institution
10284__Labour__uk.proc.d.1985-10-28.29,immunity
18971__Conservative__uk.proc.d.1985-10-29.6,time
10327__Labour__uk.proc.d.1985-11-07.6,work
10327__Labour__uk.proc.d.1985-11-07.6,burdens
22633__Conservative__uk.proc.d.1985-11-11.10,nonsense
17464__Liberal__uk.proc.d.1985-11-11.10,nonsense
22613__Conservative__uk.proc.d.1985-11-11.10,body
10270__Conservative__uk.proc.d.1985-11-13.12,problems
16426__Labour__uk.proc.d.1985-11-13.12,system
18574__Conservative__uk.proc.d.1985-11-19.7,line
10726__Conservative__uk.proc.d.1985-11-19.7,line
17946__Conservative__uk.proc.d.1985-11-25.9,controls
18487__Conservative__uk.proc.d.1985-11-25.9,questions
22493__Conservative__uk.proc.d.1985-11-25.9,stranglehold
18333__Conservative__uk.proc.d.1985-11-25.10,nightmare
10019__Conservative__uk.proc.d.1985-11-28.3,impediments
10127__Conservative__uk.proc.d.1985-11-28.3,burdens
14181__Labour__uk.proc.d.1985-11-28.12,stupidity
16430__Conservative__uk.proc.d.1985-12-03.10,nightmare
22033__Conservative__uk.proc.d.1985-12-04.4,action
17853__Conservative__uk.proc.d.1985-12-04.9,obstacle
10556__Labour__uk.proc.d.1985-12-05.12,load
10556__Labour__uk.proc.d.1985-12-05.12,nature
21973__Conservative__uk.proc.d.1985-12-05.12,elements
10206__Conservative__uk.proc.d.1985-12-10.12,elements
18333__Conservative__uk.proc.d.1985-12-10.12,policies
22156__Labour__uk.proc.d.1985-12-17.13,bumf
21956__Social_Democratic_Party__uk.proc.d.1985-12-18.5,system
17916__Labour__uk.proc.d.1985-12-20.3,bungling
10327__Labour__uk.proc.d.1986-01-13.12,burdens
17717__Conservative__uk.proc.d.1986-01-17.5,processes
17717__Conservative__uk.proc.d.1986-01-17.5,burden
17717__Conservative__uk.proc.d.1986-01-17.5,excesses
19719__Labour__uk.proc.d.1986-01-17.5,burden
19305__Liberal_Democrats__uk.proc.d.1986-01-17.5,difficulties
19305__Liberal_Democrats__uk.proc.d.1986-01-17.5,pressures
17476__Conservative__uk.proc.d.1986-01-22.3,delay
10291__Labour__uk.proc.d.1986-01-23.12,superstructure
10317__Labour__uk.proc.d.1986-01-29.8,scheme
10635__Plaid_Cymru__uk.proc.d.1986-01-29.8,problems
10336__Conservative__uk.proc.d.1986-01-30.11,extension
10260__Labour__uk.proc.d.1986-01-31.5,point
22598__Conservative__uk.proc.d.1986-02-04.8,monopoly
22598__Conservative__uk.proc.d.1986-02-04.8,control
10511__Labour__uk.proc.d.1986-02-04.8,ups
10195__Labour__uk.proc.d.1986-02-04.8,nature
17270__Labour__uk.proc.d.1986-02-05.9,structure
16430__Conservative__uk.proc.d.1986-02-06.8,machine
10645__Labour__uk.proc.d.1986-02-11.6,nightmare
17227__Labour__uk.proc.d.1986-02-11.13,sides
10647__Conservative__uk.proc.d.1986-02-13.7,notes
17391__Conservative__uk.proc.d.1986-02-14.3,organisations
22072__Conservative__uk.proc.d.1986-02-17.3,system
10037__Labour__uk.proc.d.1986-02-17.7,maze
14200__Conservative__uk.proc.d.1986-02-19.4,exercise
22067__Labour__uk.proc.d.1986-02-19.4,cost
21956__Social_Democratic_Party__uk.proc.d.1986-02-19.10,system
10015__Liberal_Democrats__uk.proc.d.1986-02-21.10,welfare
21659__Conservative__uk.proc.d.1986-02-26.11,organisation
17607__Conservative__uk.proc.d.1986-03-03.10,burdens
10635__Plaid_Cymru__uk.proc.d.1986-03-03.10,inertia
22622__Conservative__uk.proc.d.1986-03-05.13,link
22622__Conservative__uk.proc.d.1986-03-05.13,link
21738__Liberal__uk.proc.d.1986-03-05.13,fashion
10345__Liberal_Democrats__uk.proc.d.1986-03-06.10,difficulties
10031__Labour__uk.proc.d.1986-03-06.10,system
19084__Labour__uk.proc.d.1986-03-06.10,exercise
10291__Labour__uk.proc.d.1986-03-07.2,harassment
10291__Labour__uk.proc.d.1986-03-07.2,filling
19356__Conservative__uk.proc.d.1986-03-07.2,legislation
17946__Conservative__uk.proc.d.1986-03-10.12,controls
16407__Labour__uk.proc.d.1986-03-10.12,controls
19473__Labour__uk.proc.d.1986-03-10.12,nightmare
19473__Labour__uk.proc.d.1986-03-10.12,fiat
18935__Conservative__uk.proc.d.1986-03-12.5,corporations
22552__Labour__uk.proc.d.1986-03-14.4,nonsense
22552__Labour__uk.proc.d.1986-03-14.4,nightmare
10212__Conservative__uk.proc.d.1986-03-14.5,structures
17000__Labour__uk.proc.d.1986-03-17.21,organisation
18972__Conservative__uk.proc.d.1986-03-17.21,tape
21733__Conservative__uk.proc.d.1986-03-17.21,nightmare
21733__Conservative__uk.proc.d.1986-03-17.21,system
18427__Liberal__uk.proc.d.1986-03-18.3,regulations
21725__Social_Democratic_Party__uk.proc.d.1986-03-21.2,struggle
21725__Social_Democratic_Party__uk.proc.d.1986-03-21.2,inertia
10291__Labour__uk.proc.d.1986-03-21.2,organisation
22636__Conservative__uk.proc.d.1986-03-21.2,making
17461__Labour__uk.proc.d.1986-03-24.13,procedures
22580__Conservative__uk.proc.d.1986-03-24.17,financing
18427__Liberal__uk.proc.d.1986-03-26.6,regulations
18427__Liberal__uk.proc.d.1986-03-26.6,situation
18427__Liberal__uk.proc.d.1986-03-26.6,answer
18427__Liberal__uk.proc.d.1986-03-26.6,nonsense
10158__Labour__uk.proc.d.1986-04-08.16,body
22593__Conservative__uk.proc.d.1986-04-11.5,structure
10635__Plaid_Cymru__uk.proc.d.1986-04-11.5,procedures
17717__Conservative__uk.proc.d.1986-04-15.9,apparatus
10069__Labour__uk.proc.d.1986-04-15.12,delays
10133__Labour__uk.proc.d.1986-04-16.9,interpretation
22033__Conservative__uk.proc.d.1986-04-22.11,problems
10572__Labour__uk.proc.d.1986-04-22.11,exercise
10504__Labour__uk.proc.d.1986-04-23.8,barriers
10504__Labour__uk.proc.d.1986-04-23.8,alibi
22594__Conservative__uk.proc.d.1986-04-24.4,procedures
21956__Social_Democratic_Party__uk.proc.d.1986-04-24.11,rationing
10298__Liberal_Democrats__uk.proc.d.1986-04-24.11,resistance
10504__Labour__uk.proc.d.1986-04-30.6,restrictions
17298__Conservative__uk.proc.d.1986-04-30.6,delays
22613__Conservative__uk.proc.d.1986-05-06.3,methods
19341__Conservative__uk.proc.d.1986-05-07.10,machine
19492__Conservative__uk.proc.d.1986-05-08.9,expense
18458__Labour__uk.proc.d.1986-05-09.4,thing
17476__Conservative__uk.proc.d.1986-05-19.16,difficulties
22348__Conservative__uk.proc.d.1986-05-19.16,mess
22631__Conservative__uk.proc.d.1986-05-20.3,barriers
18042__Labour__uk.proc.d.1986-05-22.7,regulations
10115__Conservative__uk.proc.d.1986-05-22.10,procedure
18050__Conservative__uk.proc.d.1986-05-22.10,burden
22577__Conservative__uk.proc.d.1986-06-05.9,problems
16433__Conservative__uk.proc.d.1986-06-09.10,controls
10475__Labour__uk.proc.d.1986-06-10.8,body
10336__Conservative__uk.proc.d.1986-06-10.9,barriers
10290__Conservative__uk.proc.d.1986-06-12.10,structure
10270__Conservative__uk.proc.d.1986-06-16.10,incompetence
18724__Labour__uk.proc.d.1986-06-16.10,mind
21954__Conservative__uk.proc.d.1986-06-18.11,sludge
22485__Conservative__uk.proc.d.1986-06-23.12,neatness
10627__Conservative__uk.proc.d.1986-06-24.12,gobbledegook
10627__Conservative__uk.proc.d.1986-06-24.12,arguments
21659__Conservative__uk.proc.d.1986-06-25.9,attitude
21659__Conservative__uk.proc.d.1986-06-25.9,manner
21659__Conservative__uk.proc.d.1986-06-25.9,nonsense
10591__Conservative__uk.proc.d.1986-06-26.8,delays
21969__Conservative__uk.proc.d.1986-06-26.8,desks
16388__Labour__uk.proc.d.1986-06-27.3,body
10544__Labour__uk.proc.d.1986-06-27.3,machinery
22616__Conservative__uk.proc.d.1986-06-30.3,objection
21966__Conservative__uk.proc.d.1986-07-01.7,permit
21966__Conservative__uk.proc.d.1986-07-01.7,burden
18674__Conservative__uk.proc.d.1986-07-03.14,backside
22580__Conservative__uk.proc.d.1986-07-07.11,plan
10047__Labour__uk.proc.d.1986-07-08.11,obstructions
22552__Labour__uk.proc.d.1986-07-09.8,mismanagement
17476__Conservative__uk.proc.d.1986-07-09.8,straitjacket
10408__Conservative__uk.proc.d.1986-07-09.8,straitjacket
22343__Conservative__uk.proc.d.1986-07-09.9,element
16388__Labour__uk.proc.d.1986-07-10.10,nightmare
17154__Labour__uk.proc.d.1986-07-10.11,body
17875__Conservative__uk.proc.d.1986-07-11.4,concept
10298__Liberal_Democrats__uk.proc.d.1986-07-14.6,diversion
18719__Conservative__uk.proc.d.1986-07-15.10,burdens
10427__Labour__uk.proc.d.1986-07-16.11,farce
19084__Labour__uk.proc.d.1986-07-16.14,expertise
16438__Conservative__uk.proc.d.1986-07-17.9,mishap
16438__Conservative__uk.proc.d.1986-07-17.9,up
19420__Liberal__uk.proc.d.1986-07-23.17,language
19420__Liberal__uk.proc.d.1986-07-23.17,language
10635__Plaid_Cymru__uk.proc.d.1986-07-24.18,delay
10635__Plaid_Cymru__uk.proc.d.1986-07-24.18,delay
10345__Liberal_Democrats__uk.proc.d.1986-07-24.23,bungling
22633__Conservative__uk.proc.d.1986-10-21.15,procedures
22633__Conservative__uk.proc.d.1986-10-21.15,process
10291__Labour__uk.proc.d.1986-10-21.15,sand
10291__Labour__uk.proc.d.1986-10-21.15,thraldom
22591__Conservative__uk.proc.d.1986-10-22.11,burden
21776__Labour__uk.proc.d.1986-10-22.11,pressure
22591__Conservative__uk.proc.d.1986-10-23.11,burden
10327__Labour__uk.proc.d.1986-10-27.13,system
19152__Labour__uk.proc.d.1986-10-31.7,letter
22598__Conservative__uk.proc.d.1986-11-05.10,arrogance
18050__Conservative__uk.proc.d.1986-11-05.11,arrangements
10284__Labour__uk.proc.d.1986-11-05.12,farce
22551__Conservative__uk.proc.d.1986-11-17.12,devices
10475__Labour__uk.proc.d.1986-11-17.12,powers
10168__Labour__uk.proc.d.1986-11-17.12,nonsense
10293__Conservative__uk.proc.d.1986-11-20.10,manipulation
10334__Social_Democratic_Party__uk.proc.d.1986-11-25.12,inertia
10513__Labour__uk.proc.d.1986-11-26.11,control
10082__Conservative__uk.proc.d.1986-11-26.11,nonsense
10249__Conservative__uk.proc.d.1986-11-28.6,reason
10427__Labour__uk.proc.d.1986-12-02.15,thicket
21969__Conservative__uk.proc.d.1986-12-04.13,provision
10195__Labour__uk.proc.d.1986-12-08.12,inefficiency
22611__Labour__uk.proc.d.1986-12-10.8,manner
17442__Conservative__uk.proc.d.1986-12-12.9,mumbo
17442__Conservative__uk.proc.d.1986-12-12.9,considerations
10291__Labour__uk.proc.d.1986-12-17.11,ingenuity
10310__Conservative__uk.proc.d.1986-12-19.2,factor
10427__Labour__uk.proc.d.1987-01-13.4,schemes
16392__Labour__uk.proc.d.1987-01-13.5,system
19284__Conservative__uk.proc.d.1987-01-13.5,procedures
10427__Labour__uk.proc.d.1987-01-14.11,procedure
10427__Labour__uk.proc.d.1987-01-14.11,procedure
10427__Labour__uk.proc.d.1987-01-14.11,block
10334__Social_Democratic_Party__uk.proc.d.1987-01-14.11,wit
10334__Social_Democratic_Party__uk.proc.d.1987-01-14.11,decision
18386__Conservative__uk.proc.d.1987-01-14.11,interpretation
18386__Conservative__uk.proc.d.1987-01-14.11,qualifications
10074__Liberal__uk.proc.d.1987-01-14.11,way
10469__Conservative__uk.proc.d.1987-01-14.11,filling
17367__Conservative__uk.proc.d.1987-01-15.7,control
16433__Conservative__uk.proc.d.1987-01-15.9,one
10427__Labour__uk.proc.d.1987-01-20.6,procedures
21726__Conservative__uk.proc.d.1987-01-20.13,vetting
16415__Labour__uk.proc.d.1987-01-21.7,legislation
22077__Conservative__uk.proc.d.1987-01-23.4,controls
19305__Liberal_Democrats__uk.proc.d.1987-01-23.4,requirements
19084__Labour__uk.proc.d.1987-01-27.14,bungling
17616__Conservative__uk.proc.d.1987-01-28.10,system
17058__Conservative__uk.proc.d.1987-01-29.7,muddle
17268__Conservative__uk.proc.d.1987-01-29.9,structures
10352__Conservative__uk.proc.d.1987-01-29.9,nightmare
10085__Labour__uk.proc.d.1987-02-03.9,approach
10334__Social_Democratic_Party__uk.proc.d.1987-02-05.10,machinery
22251__Conservative__uk.proc.d.1987-02-13.3,infallability
10249__Conservative__uk.proc.d.1987-02-19.4,system
10469__Conservative__uk.proc.d.1987-02-20.3,delays
10123__Labour__uk.proc.d.1987-02-20.16,necessity
18679__Labour__uk.proc.d.1987-02-23.9,alleys
10255__Conservative__uk.proc.d.1987-02-24.11,reform
10249__Conservative__uk.proc.d.1987-02-24.12,scheme
22553__Conservative__uk.proc.d.1987-03-02.12,cost
10574__Labour__uk.proc.d.1987-03-04.3,tax
10504__Labour__uk.proc.d.1987-03-04.7,nightmare
22485__Conservative__uk.proc.d.1987-03-10.5,jungle
22028__Labour__uk.proc.d.1987-03-13.3,structure
10362__Conservative__uk.proc.d.1987-03-13.4,reinterpretation
19492__Conservative__uk.proc.d.1987-03-16.11,investigation
16393__Conservative__uk.proc.d.1987-03-17.7,schemes
16931__Conservative__uk.proc.d.1987-03-23.12,committees
22613__Conservative__uk.proc.d.1987-03-24.11,Socialism
18597__Conservative__uk.proc.d.1987-03-27.7,mechanisms
17490__Labour__uk.proc.d.1987-04-01.10,needs
17490__Labour__uk.proc.d.1987-04-01.10,powers
21796__Conservative__uk.proc.d.1987-04-07.11,system
10406__Ulster_Unionist_Party__uk.proc.d.1987-04-08.28,system
22604__Conservative__uk.proc.d.1987-04-09.11,procedure
19356__Conservative__uk.proc.d.1987-04-10.2,inertia
10283__Conservative__uk.proc.d.1987-04-24.3,controls
10194__Conservative__uk.proc.d.1987-04-27.7,Socialism
10194__Conservative__uk.proc.d.1987-04-27.14,systems
10511__Labour__uk.proc.d.1987-04-28.7,rules
10511__Labour__uk.proc.d.1987-04-28.7,rules
18719__Conservative__uk.proc.d.1987-04-28.8,interference
22633__Conservative__uk.proc.d.1987-04-30.10,control
10411__Social_Democratic_and_Labour_Party__uk.proc.d.1987-05-06.7,obstacles
17616__Conservative__uk.proc.d.1987-05-07.9,system
17616__Conservative__uk.proc.d.1987-05-07.9,compliance
17616__Conservative__uk.proc.d.1987-05-07.9,cost
10504__Labour__uk.proc.d.1987-05-12.12,jungle
10042__Labour__uk.proc.d.1987-05-14.8,nightmare
10515__Conservative__uk.proc.d.1987-05-15.2,organisation
16922__Conservative__uk.proc.d.1987-06-26.3,regulation
10298__Liberal_Democrats__uk.proc.d.1987-06-30.8,muddles
17916__Labour__uk.proc.d.1987-06-30.9,trouble
10146__Labour__uk.proc.d.1987-07-01.8,legislation
10146__Labour__uk.proc.d.1987-07-01.8,system
10203__Labour__uk.proc.d.1987-07-01.8,delays
10635__Plaid_Cymru__uk.proc.d.1987-07-03.2,headquarters
22638__Conservative__uk.proc.d.1987-07-06.10,officers
17403__Conservative__uk.proc.d.1987-07-10.2,sector
16426__Labour__uk.proc.d.1987-07-10.2,structures
18926__Conservative__uk.proc.d.1987-07-13.8,restriction
10132__Labour__uk.proc.d.1987-07-16.3,nightmare
22648__Conservative__uk.proc.d.1987-07-21.11,wording
22631__Conservative__uk.proc.d.1987-07-22.8,elements
16454__Conservative__uk.proc.d.1987-07-23.12,procedures
22104__Scottish_National_Party__uk.proc.d.1987-07-24.3,intervention
10590__Liberal_Democrats__uk.proc.d.1987-10-26.11,simplicity
18318__Conservative__uk.proc.d.1987-10-28.7,regulations
10653__Labour__uk.proc.d.1987-10-29.7,rules
10037__Labour__uk.proc.d.1987-11-05.7,explanation
10123__Labour__uk.proc.d.1987-11-10.5,arrangements
10133__Labour__uk.proc.d.1987-11-16.13,decision
19084__Labour__uk.proc.d.1987-11-16.13,decisions
10133__Labour__uk.proc.d.1987-11-16.14,delays
10133__Labour__uk.proc.d.1987-11-16.14,delays
