id,adj
10366__Conservative__uk.proc.d.1993-01-22.3,expensive
10058__Conservative__uk.proc.d.1993-01-26.19,much
10637__Conservative__uk.proc.d.1993-01-26.19,elaborate
10386__Conservative__uk.proc.d.1993-02-02.10,structured
10262__Liberal_Democrats__uk.proc.d.1993-02-02.10,centralised
10262__Liberal_Democrats__uk.proc.d.1993-02-02.10,dreadful
10279__Labour__uk.proc.d.1993-02-02.10,excessive
10644__Labour__uk.proc.d.1993-02-02.10,huge
10179__Conservative__uk.proc.d.1993-02-02.10,huge
10179__Conservative__uk.proc.d.1993-02-02.10,more
10644__Labour__uk.proc.d.1993-02-02.10,more
10312__Conservative__uk.proc.d.1993-02-04.5,unnecessary
16432__Conservative__uk.proc.d.1993-02-17.3,local
10128__Labour__uk.proc.d.1993-02-17.8,unnecessary
10361__Conservative__uk.proc.d.1993-02-18.5,meddlesome
10198__Labour__uk.proc.d.1993-02-19.3,great
21726__Conservative__uk.proc.d.1993-02-23.9,overblown
10503__Conservative__uk.proc.d.1993-02-24.8,less
10503__Conservative__uk.proc.d.1993-02-24.8,heavy
10503__Conservative__uk.proc.d.1993-02-24.8,less
10503__Conservative__uk.proc.d.1993-02-24.8,less
21654__Labour__uk.proc.d.1993-02-26.4,Inflexible
22052__Conservative__uk.proc.d.1993-02-26.4,vast
22052__Conservative__uk.proc.d.1993-02-26.4,new
22052__Conservative__uk.proc.d.1993-02-26.4,excessive
10311__Labour__uk.proc.d.1993-03-02.18,less
10311__Labour__uk.proc.d.1993-03-03.7,new
10311__Labour__uk.proc.d.1993-03-03.7,expensive
10541__Labour__uk.proc.d.1993-03-04.17,centralised
17713__Conservative__uk.proc.d.1993-03-05.4,such
10431__Labour__uk.proc.d.1993-03-05.4,much
10026__Labour__uk.proc.d.1993-03-08.7,further
10116__Labour__uk.proc.d.1993-03-09.5,unaccountable
10116__Labour__uk.proc.d.1993-03-09.5,unaccountable
10116__Labour__uk.proc.d.1993-03-09.5,More
10264__Conservative__uk.proc.d.1993-03-09.9,more
10264__Conservative__uk.proc.d.1993-03-09.9,more
10637__Conservative__uk.proc.d.1993-03-15.8,excessive
10534__Labour__uk.proc.d.1993-03-15.8,new
10565__Conservative__uk.proc.d.1993-03-22.8,new
10047__Labour__uk.proc.d.1993-03-23.6,less
16836__Conservative__uk.proc.d.1993-03-24.6,large
18333__Conservative__uk.proc.d.1993-03-30.9,potential
21906__Conservative__uk.proc.d.1993-03-30.9,unelected
10573__Labour__uk.proc.d.1993-03-31.19,much
10573__Labour__uk.proc.d.1993-03-31.19,unnecessary
19000__Conservative__uk.proc.d.1993-04-02.2,distant
10537__Conservative__uk.proc.d.1993-04-15.6,unelected
10537__Conservative__uk.proc.d.1993-04-21.6,unelected
22070__Conservative__uk.proc.d.1993-04-21.6,unelected
10408__Conservative__uk.proc.d.1993-04-27.4,unnecessary
10408__Conservative__uk.proc.d.1993-04-27.4,less
10291__Labour__uk.proc.d.1993-04-27.9,cumbersome
10475__Labour__uk.proc.d.1993-04-28.19,separate
10475__Labour__uk.proc.d.1993-04-28.19,separate
10475__Labour__uk.proc.d.1993-04-28.19,large
10475__Labour__uk.proc.d.1993-04-28.19,more
10475__Labour__uk.proc.d.1993-04-28.19,large
16469__Liberal_Democrats__uk.proc.d.1993-04-28.20,separate
10429__Conservative__uk.proc.d.1993-04-30.2,national
18331__Conservative__uk.proc.d.1993-04-30.2,excessive
22633__Conservative__uk.proc.d.1993-05-11.5,overweening
10545__Labour__uk.proc.d.1993-05-11.9,more
10436__Labour__uk.proc.d.1993-05-11.10,massive
22648__Conservative__uk.proc.d.1993-05-12.8,more
10291__Labour__uk.proc.d.1993-05-13.5,big
17034__Conservative__uk.proc.d.1993-05-17.10,more
17034__Conservative__uk.proc.d.1993-05-17.10,more
18022__Conservative__uk.proc.d.1993-05-20.9,reduced
22633__Conservative__uk.proc.d.1993-05-21.2,excessive
22633__Conservative__uk.proc.d.1993-05-21.2,excessive
22633__Conservative__uk.proc.d.1993-05-21.2,handed
16389__Labour__uk.proc.d.1993-05-24.24,crazy
10488__Labour__uk.proc.d.1993-05-24.30,massive
10179__Conservative__uk.proc.d.1993-05-26.14,needless
10052__Labour__uk.proc.d.1993-06-07.6,hostile
10034__Liberal_Democrats__uk.proc.d.1993-06-15.3,just
10408__Conservative__uk.proc.d.1993-06-23.5,central
10316__Conservative__uk.proc.d.1993-06-28.9,cumbersome
18597__Conservative__uk.proc.d.1993-06-28.10,considerable
18597__Conservative__uk.proc.d.1993-06-28.10,additional
22352__Conservative__uk.proc.d.1993-07-01.7,excess
22352__Conservative__uk.proc.d.1993-07-01.7,such
22352__Conservative__uk.proc.d.1993-07-01.7,excessive
22070__Conservative__uk.proc.d.1993-07-01.11,much
10393__Labour__uk.proc.d.1993-07-01.11,vast
10477__Conservative__uk.proc.d.1993-07-02.3,burdensome
16778__Conservative__uk.proc.d.1993-07-06.11,less
18050__Conservative__uk.proc.d.1993-07-08.7,unnecessary
18050__Conservative__uk.proc.d.1993-07-08.7,less
19169__Conservative__uk.proc.d.1993-07-09.2,general
10475__Labour__uk.proc.d.1993-07-09.2,wasteful
19169__Conservative__uk.proc.d.1993-07-09.2,only
19169__Conservative__uk.proc.d.1993-07-09.2,vast
10119__Conservative__uk.proc.d.1993-07-09.2,zealous
10624__Conservative__uk.proc.d.1993-07-09.2,unnecessary
10037__Labour__uk.proc.d.1993-07-20.9,whole
10037__Labour__uk.proc.d.1993-07-20.9,new
10001__Labour__uk.proc.d.1993-07-27.2,more
10023__Conservative__uk.proc.d.1993-07-27.2,slowest
10591__Conservative__uk.proc.d.1993-10-20.8,absurd
10591__Conservative__uk.proc.d.1993-10-20.8,ridiculous
18907__Conservative__uk.proc.d.1993-10-20.9,excessive
19169__Conservative__uk.proc.d.1993-10-20.9,more
19169__Conservative__uk.proc.d.1993-10-20.9,unnecessary
17058__Conservative__uk.proc.d.1993-10-21.7,overblown
10095__Conservative__uk.proc.d.1993-10-21.9,new
22584__Conservative__uk.proc.d.1993-10-21.17,More
16394__Ulster_Popular_Unionist__uk.proc.d.1993-10-22.4,own
16394__Ulster_Popular_Unionist__uk.proc.d.1993-10-22.4,inflated
16394__Ulster_Popular_Unionist__uk.proc.d.1993-10-22.5,overweight
22640__Conservative__uk.proc.d.1993-10-26.5,excessive
10565__Conservative__uk.proc.d.1993-10-26.7,new
10290__Conservative__uk.proc.d.1993-10-28.6,less
10290__Conservative__uk.proc.d.1993-10-28.6,excessive
10037__Labour__uk.proc.d.1993-10-29.5,interested
17827__Conservative__uk.proc.d.1993-11-01.7,European
10267__Conservative__uk.proc.d.1993-11-03.6,less
22587__Conservative__uk.proc.d.1993-11-04.4,massive
22158__Labour__uk.proc.d.1993-11-18.7,more
10563__Conservative__uk.proc.d.1993-11-19.6,international
18050__Conservative__uk.proc.d.1993-11-22.5,less
10504__Labour__uk.proc.d.1993-11-22.5,more
22651__Conservative__uk.proc.d.1993-11-22.5,overweening
22352__Conservative__uk.proc.d.1993-11-24.11,unnecessary
19427__Conservative__uk.proc.d.1993-11-24.15,public
22353__Conservative__uk.proc.d.1993-12-07.11,regional
10575__Conservative__uk.proc.d.1993-12-07.11,expensive
10031__Labour__uk.proc.d.1993-12-09.6,extra
16387__Conservative__uk.proc.d.1993-12-14.4,unnecessary
10267__Conservative__uk.proc.d.1993-12-15.10,unnecessary
10251__Conservative__uk.proc.d.1993-12-15.10,unnecessary
10618__Liberal_Democrats__uk.proc.d.1994-01-17.7,remote
10591__Conservative__uk.proc.d.1994-01-17.9,more
22624__Conservative__uk.proc.d.1994-01-18.9,much
18493__Conservative__uk.proc.d.1994-01-20.4,bossy
18209__Liberal_Democrats__uk.proc.d.1994-01-20.7,vast
18209__Liberal_Democrats__uk.proc.d.1994-01-20.7,pointless
18209__Liberal_Democrats__uk.proc.d.1994-01-20.7,bloated
18209__Liberal_Democrats__uk.proc.d.1994-01-20.7,unnecessary
10647__Conservative__uk.proc.d.1994-01-20.7,huge
10434__Labour__uk.proc.d.1994-01-20.7,institutional
17558__Conservative__uk.proc.d.1994-01-24.6,excessive
10311__Labour__uk.proc.d.1994-01-26.7,large
10144__Labour__uk.proc.d.1994-01-27.4,national
16397__Labour__uk.proc.d.1994-01-31.9,horrific
10087__Labour__uk.proc.d.1994-01-31.9,much
10286__Labour__uk.proc.d.1994-01-31.9,first
16384__Liberal_Democrats__uk.proc.d.1994-02-01.38,more
16393__Conservative__uk.proc.d.1994-02-02.5,vast
16393__Conservative__uk.proc.d.1994-02-02.5,new
22639__Conservative__uk.proc.d.1994-02-03.7,vast
10503__Conservative__uk.proc.d.1994-02-04.3,great
10624__Conservative__uk.proc.d.1994-02-04.3,potential
10624__Conservative__uk.proc.d.1994-02-04.3,extra
10297__Labour__uk.proc.d.1994-02-08.6,unnecessary
16389__Labour__uk.proc.d.1994-02-08.6,centralised
10162__Conservative__uk.proc.d.1994-02-14.4,vast
10514__Ulster_Unionist_Party__uk.proc.d.1994-02-14.7,new
22613__Conservative__uk.proc.d.1994-02-15.3,less
22613__Conservative__uk.proc.d.1994-02-15.3,more
22613__Conservative__uk.proc.d.1994-02-15.3,minimum
10565__Conservative__uk.proc.d.1994-02-15.9,much
22553__Conservative__uk.proc.d.1994-02-15.9,unnecessary
10537__Conservative__uk.proc.d.1994-02-22.13,secret
10590__Liberal_Democrats__uk.proc.d.1994-02-24.9,new
10283__Conservative__uk.proc.d.1994-02-25.5,cumbersome
10584__Labour__uk.proc.d.1994-03-01.9,more
22352__Conservative__uk.proc.d.1994-03-02.7,big
16431__Conservative__uk.proc.d.1994-03-11.3,unquantifiable
21960__Labour__uk.proc.d.1994-03-14.8,private
21960__Labour__uk.proc.d.1994-03-14.8,financial
10120__Labour__uk.proc.d.1994-03-15.8,central
21906__Conservative__uk.proc.d.1994-03-17.7,unelected
10224__Labour__uk.proc.d.1994-03-17.16,vast
10659__Conservative__uk.proc.d.1994-03-17.16,heavy
22650__Conservative__uk.proc.d.1994-03-24.9,unnecessary
10366__Conservative__uk.proc.d.1994-04-13.7,extra
10545__Labour__uk.proc.d.1994-04-20.5,unnecessary
10227__Conservative__uk.proc.d.1994-04-20.5,much
10151__Plaid_Cymru__uk.proc.d.1994-04-22.3,additional
19738__Conservative__uk.proc.d.1994-04-22.3,further
10431__Labour__uk.proc.d.1994-04-26.9,extra
10171__Labour__uk.proc.d.1994-04-28.8,new
10171__Labour__uk.proc.d.1994-04-28.8,more
10176__Labour__uk.proc.d.1994-04-28.8,massive
17035__Conservative__uk.proc.d.1994-04-29.3,unquantifiable
22633__Conservative__uk.proc.d.1994-05-03.7,much
22633__Conservative__uk.proc.d.1994-05-03.7,more
10560__Conservative__uk.proc.d.1994-05-05.6,especially
19169__Conservative__uk.proc.d.1994-05-05.6,own
18022__Conservative__uk.proc.d.1994-05-06.3,vast
10628__Scottish_National_Party__uk.proc.d.1994-05-17.14,extra
10149__Conservative__uk.proc.d.1994-05-18.3,impenetrable
10057__Conservative__uk.proc.d.1994-05-23.8,ridiculous
10427__Labour__uk.proc.d.1994-05-23.8,public
10427__Labour__uk.proc.d.1994-05-23.8,unwanted
10565__Conservative__uk.proc.d.1994-05-23.8,further
10227__Conservative__uk.proc.d.1994-05-23.8,mindless
16433__Conservative__uk.proc.d.1994-05-23.8,new
10058__Conservative__uk.proc.d.1994-05-24.3,petty
22590__Labour__uk.proc.d.1994-05-24.11,local
10623__Labour__uk.proc.d.1994-05-26.4,impenetrable
10636__Conservative__uk.proc.d.1994-06-21.4,expensive
10167__Labour__uk.proc.d.1994-06-22.10,international
10555__Conservative__uk.proc.d.1994-06-23.4,unnecessary
10362__Conservative__uk.proc.d.1994-06-23.6,unnecessary
10955__Conservative__uk.proc.d.1994-06-24.4,excessive
16394__Ulster_Popular_Unionist__uk.proc.d.1994-06-27.12,unthinking
21654__Labour__uk.proc.d.1994-07-01.4,new
10267__Conservative__uk.proc.d.1994-07-01.4,more
21934__Conservative__uk.proc.d.1994-07-01.4,new
10011__Labour__uk.proc.d.1994-07-01.4,large
10352__Conservative__uk.proc.d.1994-07-04.6,distant
10352__Conservative__uk.proc.d.1994-07-04.6,impersonal
10352__Conservative__uk.proc.d.1994-07-04.6,vast
10622__Conservative__uk.proc.d.1994-07-05.12,unnecessary
10431__Labour__uk.proc.d.1994-07-05.12,great
10431__Labour__uk.proc.d.1994-07-05.12,new
10208__Liberal_Democrats__uk.proc.d.1994-07-06.9,wasteful
10208__Liberal_Democrats__uk.proc.d.1994-07-06.9,additional
10412__Labour__uk.proc.d.1994-07-11.11,remote
10412__Labour__uk.proc.d.1994-07-11.11,out
22656__Conservative__uk.proc.d.1994-07-12.9,oppressive
10213__Conservative__uk.proc.d.1994-07-13.5,bloated
17268__Conservative__uk.proc.d.1994-07-13.8,overweening
17268__Conservative__uk.proc.d.1994-07-13.8,powerful
17268__Conservative__uk.proc.d.1994-07-13.8,unaccountable
22631__Conservative__uk.proc.d.1994-07-15.7,such
10180__Conservative__uk.proc.d.1994-07-20.5,new
10180__Conservative__uk.proc.d.1994-07-20.5,extra
10095__Conservative__uk.proc.d.1994-07-21.10,such
10508__Labour__uk.proc.d.1994-10-21.3,unnecessary
na__na__uk.proc.d.1994-10-24.9,minimum
10031__Labour__uk.proc.d.1994-10-25.9,new
10058__Conservative__uk.proc.d.1994-10-25.9,opaque
10058__Conservative__uk.proc.d.1994-10-25.9,centralised
10596__Labour__uk.proc.d.1994-10-25.9,invisible
10596__Labour__uk.proc.d.1994-10-25.9,unresponsive
10596__Labour__uk.proc.d.1994-10-25.9,heavy
10659__Conservative__uk.proc.d.1994-10-26.7,unnecessary
22649__Conservative__uk.proc.d.1994-11-01.9,expensive
10519__Labour__uk.proc.d.1994-11-01.9,enormous
10618__Liberal_Democrats__uk.proc.d.1994-11-01.12,less
22119__Conservative__uk.proc.d.1994-11-18.4,more
22119__Conservative__uk.proc.d.1994-11-18.4,more
10264__Conservative__uk.proc.d.1994-11-21.10,stupid
17340__Conservative__uk.proc.d.1994-11-21.10,less
10536__Conservative__uk.proc.d.1994-11-21.10,unnecessary
10031__Labour__uk.proc.d.1994-11-22.8,centralised
10058__Conservative__uk.proc.d.1994-11-22.8,old
10251__Conservative__uk.proc.d.1994-11-24.6,expensive
10251__Conservative__uk.proc.d.1994-11-24.6,expensive
10251__Conservative__uk.proc.d.1994-11-24.6,expensive
21954__Conservative__uk.proc.d.1994-11-29.7,endless
16443__Conservative__uk.proc.d.1994-11-30.9,central
10190__Conservative__uk.proc.d.1994-12-01.6,heavy
10545__Labour__uk.proc.d.1994-12-07.8,unnecessary
10058__Conservative__uk.proc.d.1994-12-12.7,cumbersome
10031__Labour__uk.proc.d.1994-12-12.7,reduced
10031__Labour__uk.proc.d.1994-12-12.7,centralised
10031__Labour__uk.proc.d.1994-12-12.7,pliant
10031__Labour__uk.proc.d.1994-12-12.7,more
10312__Conservative__uk.proc.d.1994-12-12.7,distant
10603__Conservative__uk.proc.d.1994-12-12.7,minimum
10297__Labour__uk.proc.d.1994-12-12.7,incredible
10499__Conservative__uk.proc.d.1994-12-14.4,unnecessary
10267__Conservative__uk.proc.d.1994-12-14.7,less
21659__Conservative__uk.proc.d.1994-12-15.10,monstrous
10028__Labour__uk.proc.d.1994-12-15.11,administrative
19169__Conservative__uk.proc.d.1994-12-16.4,unnecessary
10565__Conservative__uk.proc.d.1995-01-12.8,associated
10327__Labour__uk.proc.d.1995-01-13.2,massive
10429__Conservative__uk.proc.d.1995-01-13.2,fashioned
22654__Conservative__uk.proc.d.1995-01-13.2,extra
22633__Conservative__uk.proc.d.1995-01-17.3,reduced
10624__Conservative__uk.proc.d.1995-01-20.3,potential
10624__Conservative__uk.proc.d.1995-01-20.3,extra
10624__Conservative__uk.proc.d.1995-01-20.3,less
10565__Conservative__uk.proc.d.1995-01-24.4,own
10434__Labour__uk.proc.d.1995-01-25.13,less
10434__Labour__uk.proc.d.1995-01-25.13,unnecessary
10020__Conservative__uk.proc.d.1995-01-26.11,much
10020__Conservative__uk.proc.d.1995-01-26.11,much
10311__Labour__uk.proc.d.1995-01-27.3,unnecessary
16778__Conservative__uk.proc.d.1995-01-27.3,instant
10644__Labour__uk.proc.d.1995-01-30.8,rigid
10249__Conservative__uk.proc.d.1995-02-01.12,unnecessary
10565__Conservative__uk.proc.d.1995-02-01.12,entire
17301__Conservative__uk.proc.d.1995-02-02.4,local
19738__Conservative__uk.proc.d.1995-02-02.6,vast
18597__Conservative__uk.proc.d.1995-02-02.6,extra
19738__Conservative__uk.proc.d.1995-02-07.6,central
19738__Conservative__uk.proc.d.1995-02-07.6,central
19738__Conservative__uk.proc.d.1995-02-07.6,educational
19738__Conservative__uk.proc.d.1995-02-07.6,central
10468__Conservative__uk.proc.d.1995-02-07.6,centralised
10336__Conservative__uk.proc.d.1995-02-07.6,vast
10336__Conservative__uk.proc.d.1995-02-07.6,spongy
10516__Labour__uk.proc.d.1995-02-08.6,bloated
10217__Conservative__uk.proc.d.1995-02-09.7,much
19738__Conservative__uk.proc.d.1995-02-15.8,bloated
18107__Conservative__uk.proc.d.1995-02-21.3,centralised
10031__Labour__uk.proc.d.1995-02-21.9,unnecessary
10058__Conservative__uk.proc.d.1995-02-21.11,regional
19738__Conservative__uk.proc.d.1995-02-23.5,vast
10041__Conservative__uk.proc.d.1995-03-01.2,more
10041__Conservative__uk.proc.d.1995-03-01.2,Bloated
10041__Conservative__uk.proc.d.1995-03-01.2,much
19738__Conservative__uk.proc.d.1995-03-16.6,bloated
10119__Conservative__uk.proc.d.1995-03-17.3,hence
22351__Conservative__uk.proc.d.1995-03-17.3,unwieldy
17973__Conservative__uk.proc.d.1995-03-21.4,expensive
18333__Conservative__uk.proc.d.1995-03-21.9,more
19427__Conservative__uk.proc.d.1995-03-21.9,unnecessary
10322__Labour__uk.proc.d.1995-03-21.9,huge
19401__Conservative__uk.proc.d.1995-03-29.3,British
17973__Conservative__uk.proc.d.1995-03-29.12,expensive
10600__Labour__uk.proc.d.1995-03-29.12,wasteful
10600__Labour__uk.proc.d.1995-03-29.12,wasteful
10600__Labour__uk.proc.d.1995-03-29.12,central
16443__Conservative__uk.proc.d.1995-03-30.4,unnecessary
10326__Labour__uk.proc.d.1995-03-31.11,cumbersome
10591__Conservative__uk.proc.d.1995-04-04.8,silly
19738__Conservative__uk.proc.d.1995-04-05.2,expensive
22674__Conservative__uk.proc.d.1995-04-19.8,intolerable
10208__Liberal_Democrats__uk.proc.d.1995-04-25.3,local
10408__Conservative__uk.proc.d.1995-04-25.4,messy
10074__Liberal__uk.proc.d.1995-05-10.6,necessary
10464__Labour__uk.proc.d.1995-05-17.13,massive
10316__Conservative__uk.proc.d.1995-05-18.7,new
10538__Conservative__uk.proc.d.1995-05-23.11,less
10618__Liberal_Democrats__uk.proc.d.1995-06-07.12,unnecessary
10955__Conservative__uk.proc.d.1995-06-15.5,more
10247__Labour__uk.proc.d.1995-06-15.9,unnecessary
10515__Conservative__uk.proc.d.1995-06-20.3,multi
10515__Conservative__uk.proc.d.1995-06-20.3,-
10515__Conservative__uk.proc.d.1995-06-20.3,level
10583__Conservative__uk.proc.d.1995-06-21.12,socialist
10053__Conservative__uk.proc.d.1995-06-21.12,more
19427__Conservative__uk.proc.d.1995-06-22.6,necessary
10394__Conservative__uk.proc.d.1995-06-29.8,internal
10031__Labour__uk.proc.d.1995-07-03.7,excessive
10031__Labour__uk.proc.d.1995-07-03.7,excessive
10193__Conservative__uk.proc.d.1995-07-03.7,more
10069__Labour__uk.proc.d.1995-07-03.7,excessive
10069__Labour__uk.proc.d.1995-07-03.7,excessive
10565__Conservative__uk.proc.d.1995-07-05.5,more
10050__Labour__uk.proc.d.1995-07-06.5,new
10082__Conservative__uk.proc.d.1995-07-06.7,central
10373__Conservative__uk.proc.d.1995-07-11.6,complacent
10373__Conservative__uk.proc.d.1995-07-11.6,monolithic
10345__Liberal_Democrats__uk.proc.d.1995-07-11.6,well
10345__Liberal_Democrats__uk.proc.d.1995-07-11.6,additional
10217__Conservative__uk.proc.d.1995-07-13.9,massive
10561__Conservative__uk.proc.d.1995-07-19.3,useless
10574__Labour__uk.proc.d.1995-10-16.6,overburdened
18308__Conservative__uk.proc.d.1995-10-18.10,less
10326__Labour__uk.proc.d.1995-10-18.10,macho
18287__Labour__uk.proc.d.1995-10-19.5,petty
10087__Labour__uk.proc.d.1995-10-20.2,excessive
10591__Conservative__uk.proc.d.1995-10-23.11,ridiculous
22655__Conservative__uk.proc.d.1995-10-23.11,handed
10488__Labour__uk.proc.d.1995-10-24.4,new
10488__Labour__uk.proc.d.1995-10-24.4,new
10590__Liberal_Democrats__uk.proc.d.1995-10-25.2,more
10262__Liberal_Democrats__uk.proc.d.1995-10-25.2,less
10101__Liberal_Democrats__uk.proc.d.1995-10-25.2,large
22648__Conservative__uk.proc.d.1995-10-25.2,little
10579__Labour__uk.proc.d.1995-10-25.9,Unnecessary
10438__Labour__uk.proc.d.1995-10-25.9,unnecessary
10027__Labour__uk.proc.d.1995-10-31.3,internal
22618__Conservative__uk.proc.d.1995-10-31.3,more
18308__Conservative__uk.proc.d.1995-11-03.2,much
18308__Conservative__uk.proc.d.1995-11-03.2,centralised
10047__Labour__uk.proc.d.1995-11-15.3,huge
10408__Conservative__uk.proc.d.1995-11-15.3,other
10408__Conservative__uk.proc.d.1995-11-15.3,central
18931__Conservative__uk.proc.d.1995-11-16.4,bloated
10260__Labour__uk.proc.d.1995-11-17.5,much
22584__Conservative__uk.proc.d.1995-11-21.7,wasteful
10483__Labour__uk.proc.d.1995-11-21.7,huge
10019__Conservative__uk.proc.d.1995-11-21.7,own
17301__Conservative__uk.proc.d.1995-11-22.17,callous
21954__Conservative__uk.proc.d.1995-11-28.8,vast
10323__Labour__uk.proc.d.1995-11-28.8,unnecessary
19427__Conservative__uk.proc.d.1995-11-29.14,excessive
10401__Labour__uk.proc.d.1995-11-29.14,Soviet
10260__Labour__uk.proc.d.1995-12-04.9,overburdened
10260__Labour__uk.proc.d.1995-12-04.9,national
21726__Conservative__uk.proc.d.1995-12-05.9,swollen
10545__Labour__uk.proc.d.1995-12-05.9,excess
10502__Liberal_Democrats__uk.proc.d.1995-12-06.12,centralised
10336__Conservative__uk.proc.d.1995-12-06.13,large
10336__Conservative__uk.proc.d.1995-12-06.13,international
10336__Conservative__uk.proc.d.1995-12-06.13,international
10306__Labour__uk.proc.d.1995-12-06.13,new
22628__Conservative__uk.proc.d.1995-12-07.8,excessive
na__na__uk.proc.d.1995-12-13.10,central
10130__Labour__uk.proc.d.1996-01-16.10,extra
10311__Labour__uk.proc.d.1996-01-22.7,new
10311__Labour__uk.proc.d.1996-01-22.7,leaden
10208__Liberal_Democrats__uk.proc.d.1996-01-22.7,cumbersome
10208__Liberal_Democrats__uk.proc.d.1996-01-22.7,further
18926__Conservative__uk.proc.d.1996-01-22.7,unnecessary
10281__Labour__uk.proc.d.1996-01-22.7,new
10478__Labour__uk.proc.d.1996-01-22.7,vast
10478__Labour__uk.proc.d.1996-01-22.7,new
10478__Labour__uk.proc.d.1996-01-22.7,more
10624__Conservative__uk.proc.d.1996-01-22.7,alleged
22600__Conservative__uk.proc.d.1996-01-22.7,large
10260__Labour__uk.proc.d.1996-01-24.12,internal
10260__Labour__uk.proc.d.1996-01-24.12,overburdened
10450__Labour__uk.proc.d.1996-01-24.12,internal
22645__Conservative__uk.proc.d.1996-01-29.7,local
10658__Conservative__uk.proc.d.1996-01-30.8,vast
10658__Conservative__uk.proc.d.1996-01-30.8,new
10658__Conservative__uk.proc.d.1996-01-30.8,extra
10647__Conservative__uk.proc.d.1996-01-31.4,excessive
22346__Conservative__uk.proc.d.1996-01-31.4,doubt
22346__Conservative__uk.proc.d.1996-01-31.4,even
10260__Labour__uk.proc.d.1996-02-06.6,costly
10260__Labour__uk.proc.d.1996-02-06.6,more
18308__Conservative__uk.proc.d.1996-02-06.6,massive
10540__Labour__uk.proc.d.1996-02-07.6,new
10190__Conservative__uk.proc.d.1996-02-08.7,central
17340__Conservative__uk.proc.d.1996-02-13.3,unnecessary
10373__Conservative__uk.proc.d.1996-02-13.5,local
10193__Conservative__uk.proc.d.1996-02-13.5,huge
10394__Conservative__uk.proc.d.1996-02-13.5,more
10394__Conservative__uk.proc.d.1996-02-13.5,vast
10534__Labour__uk.proc.d.1996-02-13.5,vast
10534__Labour__uk.proc.d.1996-02-13.5,massive
21906__Conservative__uk.proc.d.1996-02-13.5,more
18318__Conservative__uk.proc.d.1996-02-14.3,central
17713__Conservative__uk.proc.d.1996-02-16.2,necessary
10133__Labour__uk.proc.d.1996-02-20.8,massive
19738__Conservative__uk.proc.d.1996-02-21.2,vast
10160__Labour__uk.proc.d.1996-02-26.9,whole
22647__Conservative__uk.proc.d.1996-02-28.2,excessive
10658__Conservative__uk.proc.d.1996-03-01.5,endless
10190__Conservative__uk.proc.d.1996-03-04.6,extra
10360__Labour__uk.proc.d.1996-03-06.3,unnecessary
17340__Conservative__uk.proc.d.1996-03-07.4,less
10536__Conservative__uk.proc.d.1996-03-18.6,undue
10281__Labour__uk.proc.d.1996-03-18.6,unnecessary
10208__Liberal_Democrats__uk.proc.d.1996-03-18.6,unnecessary
20571__Conservative__uk.proc.d.1996-03-19.12,additional
16500__Conservative__uk.proc.d.1996-03-20.2,less
17558__Conservative__uk.proc.d.1996-03-20.7,minimum
10158__Labour__uk.proc.d.1996-03-21.8,legal
10158__Labour__uk.proc.d.1996-03-21.8,legal
10158__Labour__uk.proc.d.1996-03-21.8,complete
10158__Labour__uk.proc.d.1996-03-21.8,legal
10099__Conservative__uk.proc.d.1996-03-25.3,unnecessary
17459__Conservative__uk.proc.d.1996-03-25.3,unnecessary
10541__Labour__uk.proc.d.1996-03-27.8,new
10541__Labour__uk.proc.d.1996-03-27.8,necessary
10591__Conservative__uk.proc.d.1996-03-27.8,massive
10590__Liberal_Democrats__uk.proc.d.1996-03-27.8,necessary
18931__Conservative__uk.proc.d.1996-04-03.7,unnecessary
10212__Conservative__uk.proc.d.1996-04-17.7,national
17268__Conservative__uk.proc.d.1996-04-18.5,heavy
10221__Conservative__uk.proc.d.1996-04-19.4,considerable
10027__Labour__uk.proc.d.1996-04-24.11,much
10498__Labour__uk.proc.d.1996-04-29.5,excessive
10498__Labour__uk.proc.d.1996-04-29.5,excessive
10498__Labour__uk.proc.d.1996-04-29.5,less
10591__Conservative__uk.proc.d.1996-04-29.5,more
22587__Conservative__uk.proc.d.1996-05-10.3,new
22587__Conservative__uk.proc.d.1996-05-10.3,more
21719__Conservative__uk.proc.d.1996-05-10.8,much
21719__Conservative__uk.proc.d.1996-05-10.8,international
10283__Conservative__uk.proc.d.1996-05-15.8,undue
22346__Conservative__uk.proc.d.1996-05-15.8,expensive
10206__Conservative__uk.proc.d.1996-05-17.2,unnecessary
10591__Conservative__uk.proc.d.1996-05-20.3,new
10555__Conservative__uk.proc.d.1996-05-20.8,minimum
10454__Labour__uk.proc.d.1996-05-20.8,unnecessary
19738__Conservative__uk.proc.d.1996-05-22.2,more
19738__Conservative__uk.proc.d.1996-05-22.2,more
19738__Conservative__uk.proc.d.1996-05-22.2,more
10618__Liberal_Democrats__uk.proc.d.1996-06-05.3,considerable
10291__Labour__uk.proc.d.1996-06-10.6,gratuitous
10190__Conservative__uk.proc.d.1996-06-12.2,massive
19341__Conservative__uk.proc.d.1996-06-13.6,much
10042__Labour__uk.proc.d.1996-06-17.22,monolithic
10175__Conservative__uk.proc.d.1996-06-18.3,unnecessary
10175__Conservative__uk.proc.d.1996-06-18.3,unnecessary
10312__Conservative__uk.proc.d.1996-06-18.9,responsible
22647__Conservative__uk.proc.d.1996-06-18.9,European
22584__Conservative__uk.proc.d.1996-06-20.4,more
