w,p1,p2,p12,pmi_reg,pmi_2,pmi_3,npmi,period
clear,1161,20602,5,-22.189720939616894,-19.867792844729532,-17.545864749842167,13.787248807912912,1975-1978
ability,1161,2645,3,-19.965241763145798,-18.380279262424644,-16.795316761703486,18.173146221903664,1975-1978
elsewhere,1161,3153,2,-20.8036617115489,-19.8036617115489,-18.8036617115489,30.013339583583207,1975-1978
cent,1161,30546,2,-24.079848107850545,-23.07984810785054,-22.07984810785054,34.73987745055547,1975-1978
demonstrate,1161,2035,2,-20.171965336019177,-19.171965336019177,-18.171965336019177,29.10199435525894,1975-1978
love,1161,569,2,-18.333437099172148,-17.333437099172148,-16.333437099172148,26.449558785425403,1975-1978
election,1161,11555,5,-21.355453801333198,-19.033525706445836,-16.71159761155847,13.268889490142177,1975-1978
free,1161,6314,4,-20.805490802178554,-18.805490802178554,-16.805490802178554,15.007989201781971,1975-1978
region,1161,4462,3,-20.71966455438855,-19.134702053667397,-17.54973955294624,18.859851439954127,1975-1978
industry,1161,52828,30,-20.96327683315561,-16.056386237547095,-11.149495641938575,6.163499050711052,1975-1978
training,1161,5020,2,-21.4746239057037,-20.4746239057037,-19.4746239057037,30.981333413714314,1975-1978
evidence,1161,9460,4,-21.388776725092324,-19.388776725092324,-17.388776725092324,15.42874105598599,1975-1978
centralise,1161,186,3,-16.135348567252443,-14.550386066531285,-12.965423565810129,14.687027201210311,1975-1978
pettifog,1161,21,2,-13.573469679644328,-12.573469679644328,-11.573469679644328,19.58237739447958,1975-1978
force,1161,14653,5,-21.698132608361835,-19.376204513474473,-17.054276418587108,13.48180780428228,1975-1978
confusion,1161,1405,3,-19.052544171252702,-17.467581670531544,-15.882619169810388,17.342373071714718,1975-1978
indeed,1161,11864,11,-20.2560235206829,-16.796591902045602,-13.337160283408304,8.44741792957617,1975-1978
america,1161,1226,2,-19.44089552055635,-18.44089552055635,-17.44089552055635,28.047283557947107,1975-1978
patronage,1161,415,2,-17.878119783099855,-16.878119783099855,-15.878119783099855,25.79267475149703,1975-1978
machine,1161,1497,2,-19.729010762923984,-18.729010762923984,-17.729010762923984,28.46294598931542,1975-1978
limit,1161,9726,2,-22.428783133104265,-21.428783133104265,-20.428783133104265,32.35789419930355,1975-1978
young,1161,7028,6,-20.375088232152788,-17.790125731431633,-15.205163230710474,11.371553259283738,1975-1978
major,1161,11025,4,-21.609643292197813,-19.609643292197813,-17.609643292197813,15.588062606516619,1975-1978
control,1161,15881,49,-18.521456551733948,-12.906746707618739,-7.2920368635035295,4.759072910104718,1975-1978
behind,1161,3894,2,-21.108189425585863,-20.108189425585863,-19.108189425585863,30.45268020643758,1975-1978
objective,1161,4699,4,-20.379290309266683,-18.379290309266683,-16.379290309266683,14.700550533007776,1975-1978
attack,1161,3840,5,-19.766114757586724,-17.444186662699362,-15.122258567811997,12.281377619402924,1975-1978
relation,1161,9072,2,-22.328357181807796,-21.328357181807796,-20.328357181807796,32.21301017739158,1975-1978
attempt,1161,6942,8,-19.94228790669421,-16.94228790669421,-13.942287906694212,9.59021328898923,1975-1978
tend,1161,2114,2,-20.226911918248252,-19.226911918248252,-18.226911918248252,29.181265516954625,1975-1978
capitalism,1161,364,2,-17.688946897064262,-16.688946897064262,-15.688946897064264,25.519755966942828,1975-1978
voice,1161,1752,2,-19.955939316466743,-18.95593931646674,-17.95593931646674,28.790334688147663,1975-1978
creation,1161,2098,7,-18.40859629738523,-15.601241375327627,-12.793886453270023,9.460147122580201,1975-1978
appalling,1161,1022,3,-18.593369237082033,-17.00840673636088,-15.42344423563972,16.92441403474878,1975-1978
require,1161,11860,8,-20.71496864629893,-17.714968646298935,-14.714968646298933,9.961794179395278,1975-1978
accompany,1161,626,2,-18.471171103798184,-17.471171103798184,-16.471171103798184,26.64826695086116,1975-1978
agreement,1161,12046,2,-22.73741880044856,-21.737418800448562,-20.737418800448562,32.80316134602262,1975-1978
interested,1161,4141,2,-21.196915744235444,-20.196915744235444,-19.196915744235444,30.580685226349665,1975-1978
ecclesiastical,1161,89,2,-15.656885687831963,-14.656885687831963,-13.656885687831966,22.58811133760056,1975-1978
delay,1161,4811,13,-18.712833622806695,-15.012393904665604,-11.311954186524513,7.295595746703668,1975-1978
choose,1161,3860,4,-20.09553738902101,-18.09553738902101,-16.09553738902101,14.49586606756968,1975-1978
chairman,1161,5098,2,-21.49686791488777,-20.49686791488777,-19.49686791488777,31.013424735453658,1975-1978
purely,1161,1444,2,-19.677007283752737,-18.677007283752737,-17.67700728375274,28.387920827806084,1975-1978
answer,1161,18058,9,-21.151577752051693,-17.98165275060938,-14.811727749167067,9.626497887482476,1975-1978
want,1161,33177,29,-20.34106707909423,-15.483086083966658,-10.625105088839085,6.04077221191936,1975-1978
deny,1161,3635,2,-21.008891905672524,-20.008891905672524,-19.008891905672524,30.309424166886036,1975-1978
inspector,1161,1637,3,-19.273028362618565,-17.688065861897407,-16.103103361176252,17.54306643154702,1975-1978
submit,1161,2439,2,-20.43322629966175,-19.43322629966175,-18.43322629966175,29.478914251883953,1975-1978
inevitable,1161,1369,4,-18.600058988123468,-16.600058988123468,-14.600058988123466,13.41710643120396,1975-1978
shipbuilders,1161,460,2,-18.026642307809944,-17.026642307809944,-16.026642307809944,26.006947461356585,1975-1978
socialism,1161,877,7,-17.150230367252696,-14.342875445195093,-11.535520523137487,8.813474956990522,1975-1978
bear,1161,8674,8,-20.26363398472867,-17.26363398472867,-14.263633984728669,9.74474808671904,1975-1978
remote,1161,690,5,-17.289676713643736,-14.967748618756373,-12.645820523869013,10.742680149428676,1975-1978
vital,1161,3328,2,-20.88159197500666,-19.88159197500666,-18.881591975006657,30.125769188208885,1975-1978
making,1161,1197,2,-19.40635969380907,-18.40635969380907,-17.40635969380907,27.997458891965806,1975-1978
capital,1161,9447,2,-22.386792799722134,-21.386792799722134,-20.386792799722134,32.29731495356788,1975-1978
give,1161,71640,21,-21.91731255096013,-17.52499512818137,-13.13267770540261,7.19893283734478,1975-1978
order,1161,37703,4,-23.38354395866033,-21.38354395866033,-19.38354395866033,16.86766145378417,1975-1978
degree,1161,4070,7,-19.36461041396157,-16.55725549190397,-13.749900569846364,9.951441192370863,1975-1978
apparently,1161,2299,3,-19.76298050686259,-18.178018006141436,-16.593055505420278,17.989040092407866,1975-1978
temple,1161,94,2,-15.735741108543206,-14.735741108543206,-13.735741108543204,22.701875662007883,1975-1978
proper,1161,6884,2,-21.93018363890577,-20.93018363890577,-19.93018363890577,31.638567181633636,1975-1978
become,1161,13771,7,-21.12314304090785,-18.315788118850243,-15.50843319679264,10.855148194361679,1975-1978
servant,1161,2526,15,-17.5769005850446,-13.670009989436082,-9.763119393827564,6.490611059533012,1975-1978
represent,1161,9983,3,-21.881447467064344,-20.29648496634319,-18.711522465622032,19.917351819896417,1975-1978
reform,1161,2696,5,-19.255828943160065,-16.9339008482727,-14.611972753385338,11.96431921628944,1975-1978
frustration,1161,542,3,-17.678338797498284,-16.093376296777127,-14.50841379605597,16.09151743508205,1975-1978
productive,1161,1024,4,-18.181152256865566,-16.181152256865566,-14.181152256865566,13.114929099313569,1975-1978
full,1161,11764,3,-22.118280825031476,-20.53331832431032,-18.948355823589164,20.132926832491858,1975-1978
ensure,1161,11282,7,-20.835532556412826,-18.028177634355224,-15.220822712297618,10.707345643131525,1975-1978
deploy,1161,880,2,-18.962511970390224,-17.962511970390224,-16.962511970390228,27.357121982479583,1975-1978
vast,1161,2747,18,-17.43486845049911,-13.264943449056798,-9.095018447614486,6.032050514910079,1975-1978
demand,1161,7157,4,-20.986291521182302,-18.986291521182302,-16.986291521182302,15.138409352129905,1975-1978
decision,1161,19832,14,-20.649339890894684,-16.84198496883708,-13.034630046779478,7.824513571255044,1975-1978
throughout,1161,6439,10,-19.51184509661637,-16.189917001729004,-12.867988906841644,8.47388665721151,1975-1978
desirable,1161,2330,2,-20.367266496407208,-19.367266496407208,-18.36726649640721,29.383754370830612,1975-1978
underestimate,1161,522,2,-18.20905825343545,-17.20905825343545,-16.20905825343545,26.270118041489575,1975-1978
appear,1161,8947,3,-21.723378057187617,-20.13841555646646,-18.553453055745305,19.773470842496863,1975-1978
society,1161,7986,7,-20.33705469144101,-17.52969976938341,-14.722344847325804,10.451178694614498,1975-1978
minimum,1161,2106,4,-19.221441977891285,-17.221441977891285,-15.221441977891283,13.865339510119354,1975-1978
every,1161,14235,10,-20.656379034607834,-17.334450939720472,-14.012522844833107,8.970951430832201,1975-1978
difficult,1161,12929,6,-21.254512829184453,-18.669550328463295,-16.08458782774214,11.862369472137658,1975-1978
receive,1161,14642,3,-22.434014765341104,-20.84905226461995,-19.264089763898795,20.420320250139135,1975-1978
planning,1161,6043,9,-19.572276482122927,-16.402351480680615,-13.2324264792383,8.907726904207104,1975-1978
often,1161,7643,11,-19.621643953244327,-16.16221233460703,-12.702780715969734,8.182861101496584,1975-1978
range,1161,4363,2,-21.272257015242065,-20.272257015242065,-19.272257015242065,30.68937970440519,1975-1978
absolute,1161,1590,2,-19.815963307037286,-18.815963307037286,-17.815963307037286,28.588391993500355,1975-1978
innumerable,1161,103,2,-15.867652784048785,-14.867652784048785,-13.867652784048785,22.892183982095137,1975-1978
forget,1161,1882,2,-20.059203169594102,-19.059203169594102,-18.059203169594106,28.939312936957588,1975-1978
simply,1161,6571,9,-19.69312448220949,-16.523199480767175,-13.353274479324865,8.962727199276202,1975-1978
heavy,1161,2390,9,-18.234022158291367,-15.064097156849053,-11.89417215540674,8.298661113829874,1975-1978
much,1161,37603,33,-20.335318283014498,-15.290924163656047,-10.246530044297593,5.815894267503201,1975-1978
precisely,1161,3006,2,-20.734781550781932,-19.734781550781932,-18.734781550781932,29.913966517229063,1975-1978
advance,1161,4716,4,-20.38450025984533,-18.38450025984533,-16.38450025984533,14.704308717939321,1975-1978
perhaps,1161,19313,9,-21.248511918834133,-18.078586917391817,-14.908661915949507,9.670614527985357,1975-1978
divert,1161,614,2,-18.443247102235745,-17.443247102235745,-16.44324710223575,26.607981132285254,1975-1978
resource,1161,9270,2,-22.35950588037846,-21.35950588037846,-20.35950588037846,32.25794825034962,1975-1978
sake,1161,856,6,-17.33765674254556,-14.7526942418244,-12.167731741103246,9.676330467512559,1975-1978
employment,1161,12178,3,-22.168179353748986,-20.58321685302783,-18.998254352306677,20.1783464306815,1975-1978
sacred,1161,81,2,-15.521002259750192,-14.521002259750192,-13.521002259750192,22.392072989767996,1975-1978
neck,1161,211,2,-16.90225144557275,-15.902251445572753,-14.902251445572753,24.384794340386122,1975-1978
meet,1161,12733,3,-22.232474505853503,-20.647512005132345,-19.062549504411187,20.23687040020897,1975-1978
matter,1161,69516,13,-22.565769989117438,-18.865330270976347,-15.164890552835255,8.79774484571118,1975-1978
amount,1161,11055,16,-19.613563661569156,-15.613563661569156,-11.613563661569154,7.0740977571764505,1975-1978
able,1161,19530,4,-22.434556585639722,-20.434556585639722,-18.434556585639722,16.183111765322632,1975-1978
supervise,1161,278,6,-15.715130828867919,-13.130168328146762,-10.545205827425606,8.770781513234295,1975-1978
saving,1161,3241,4,-19.843375562183407,-17.843375562183407,-15.843375562183406,14.313969759029625,1975-1978
show,1161,13525,5,-21.582565135579745,-19.260637040692384,-16.938708945805022,13.410001696144,1975-1978
sure,1161,15806,6,-21.544374448975013,-18.95941194825386,-16.374449447532704,12.024144322372127,1975-1978
unnecessarily,1161,400,2,-17.825008446640293,-16.825008446640293,-15.825008446640291,25.716051289771837,1975-1978
think,1161,51356,22,-21.36996585643548,-16.91053423779818,-12.451102619160885,6.913514187816384,1975-1978
upon,1161,15710,17,-20.033084975796786,-15.945622134546447,-11.858159293296106,7.070800022110617,1975-1978
information,1161,10655,2,-22.560395229535633,-21.560395229535633,-20.560395229535633,32.547770318146085,1975-1978
huge,1161,950,14,-16.265581038026273,-12.458226115968667,-8.650871193911064,6.163405718964654,1975-1978
amendment,1161,40748,2,-24.495593886902505,-23.495593886902505,-22.495593886902505,35.33967182426425,1975-1978
reduction,1161,5633,5,-20.31891191821775,-17.996983823330392,-15.675055728443027,12.624849807028344,1975-1978
administrative,1161,2335,8,-18.370359091462593,-15.370359091462591,-12.370359091462591,8.834275320200856,1975-1978
situation,1161,27989,7,-22.14636965711629,-19.339014735058687,-16.53165981300108,11.380982656299805,1975-1978
less,1161,12876,18,-19.663624116900934,-15.49369911545862,-11.323774114016308,6.803147056492704,1975-1978
commission,1161,13486,14,-20.092972217136044,-16.28561729507844,-12.478262373020833,7.613692962124983,1975-1978
whether,1161,37198,17,-21.27662685016334,-17.189164008913,-13.101701167662661,7.509715741950554,1975-1978
welcome,1161,11351,3,-22.066721537306066,-20.48175903658491,-18.896796535863754,20.08599554630725,1975-1978
manage,1161,2365,2,-20.388776725092324,-19.388776725092324,-18.388776725092324,29.414787071083015,1975-1978
seat,1161,2954,2,-20.709606367630357,-19.709606367630357,-18.709606367630357,29.877646405342816,1975-1978
extra,1161,4636,25,-17.715960918097316,-13.07210472832259,-8.428248538547864,5.503772708853319,1975-1978
measure,1161,15256,6,-21.49327888445717,-18.90831638373601,-16.323353883014853,11.995627344845083,1975-1978
unfortunately,1161,2378,2,-20.39668525661122,-19.39668525661122,-18.39668525661122,29.426196670286043,1975-1978
nation,1161,6451,2,-21.836459358376047,-20.836459358376047,-19.836459358376047,31.503351626902518,1975-1978
apportionment,1161,127,2,-16.169836943637733,-15.169836943637732,-14.169836943637732,23.32814357056931,1975-1978
filling,1161,143,2,-16.341023593643957,-15.341023593643955,-14.341023593643957,23.575113701599687,1975-1978
action,1161,13576,6,-21.324960605687075,-18.739998104965917,-16.155035604244762,11.901687124820679,1975-1978
idea,1161,6884,3,-21.345221138184613,-19.76025863746346,-18.175296136742304,19.42925758099998,1975-1978
efficiency,1161,1670,4,-18.88678464422698,-16.88678464422698,-14.886784644226982,13.623935272282045,1975-1978
firm,1161,9487,5,-21.070960393805663,-18.749032298918298,-16.427104204030936,13.092123797393414,1975-1978
expenditure,1161,18912,28,-19.580811654985496,-14.77345673292789,-9.966101810870287,5.876233465021016,1975-1978
take,1161,83329,27,-21.7727958012124,-17.01790829904893,-12.263020796885462,6.6061509371998755,1975-1978
hope,1161,41568,10,-22.202409877426085,-18.880481782538723,-15.55855368765136,9.642384094720402,1975-1978
economic,1161,14605,4,-22.015326994582107,-20.015326994582107,-18.015326994582107,15.880701539316266,1975-1978
imply,1161,1741,2,-19.94685274451667,-18.94685274451667,-17.94685274451667,28.77722553585661,1975-1978
insensitive,1161,132,5,-14.903618281336659,-12.581690186449297,-10.259762091561933,9.260138689535747,1975-1978
department,1161,18137,3,-22.74283797838211,-21.157875477660955,-19.572912976939797,20.701423252741996,1975-1978
yard,1161,1649,2,-19.868527940303036,-18.868527940303036,-17.868527940303036,28.664226729239,1975-1978
thus,1161,2330,2,-20.367266496407208,-19.367266496407208,-18.36726649640721,29.383754370830612,1975-1978
entail,1161,329,5,-16.221167935713446,-13.899239840826084,-11.57731174593872,10.078778317816989,1975-1978
conflict,1161,2318,2,-20.35981710787204,-19.35981710787204,-18.35981710787204,29.37300717493327,1975-1978
consider,1161,29288,6,-22.434211814448958,-19.8492493137278,-17.264286813006645,12.520772011945501,1975-1978
welsh,1161,6004,6,-20.147898017765097,-17.562935517043943,-14.977973016322787,11.244755986385512,1975-1978
teacher,1161,5419,2,-21.584963188651596,-20.584963188651596,-19.584963188651596,31.140519350038485,1975-1978
begin,1161,6201,3,-21.194474930291012,-19.609512429569858,-18.024549928848703,19.292042469309983,1975-1978
true,1161,7310,3,-21.431845446984212,-19.846882946263054,-18.261920445541897,19.508106424848815,1975-1978
number,1161,27589,5,-22.611029706765894,-20.289101611878532,-17.967173516991167,14.049022663178826,1975-1978
year,1161,71256,10,-22.97994804068602,-19.658019945798653,-16.33609185091129,9.98006462849338,1975-1978
liberty,1161,1251,3,-18.885055830310232,-17.300093329589075,-15.715130828867919,17.18991861378623,1975-1978
reinforce,1161,892,2,-18.982052156785873,-17.982052156785873,-16.982052156785873,27.385312512490632,1975-1978
tape,1161,309,17,-14.365152443519602,-10.277689602269263,-6.1902267610189226,5.070268525191081,1975-1978
world,1161,12751,2,-22.819475031614253,-21.819475031614253,-20.819475031614253,32.9215434637994,1975-1978
sort,1161,10246,5,-21.18199733843277,-18.860069243545407,-16.538141148658045,13.161114930116996,1975-1978
advocate,1161,2734,3,-20.01298728375047,-18.428024783029315,-16.843062282308157,18.216606067653757,1975-1978
save,1161,4227,4,-20.22657065389636,-18.22657065389636,-16.22657065389636,14.590386588283259,1975-1978
spread,1161,1451,6,-18.099021560211153,-15.514059059489998,-12.929096558768842,10.10125626293398,1975-1978
extend,1161,5576,9,-19.45624210129168,-16.286317099849366,-13.116392098407053,8.854917381672125,1975-1978
enemy,1161,604,4,-17.419556996190646,-15.419556996190646,-13.419556996190646,12.565554246443448,1975-1978
management,1161,6077,5,-20.428367738523264,-18.106439643635902,-15.784511548748538,12.692858531975038,1975-1978
right,1161,110890,17,-22.852459159961974,-18.76499631871163,-14.677533477461294,8.065915405877934,1975-1978
mass,1161,851,5,-17.592239483664166,-15.270311388776806,-12.948383293889442,10.930672968339493,1975-1978
propose,1161,14410,5,-21.674006877040313,-19.35207878215295,-17.03015068726559,13.466817644590419,1975-1978
grow,1161,4399,15,-18.377221547167174,-14.470330951558653,-10.563440355950135,6.786145079469877,1975-1978
3000,1161,734,2,-18.70078850970878,-17.70078850970878,-16.70078850970878,26.979534843670166,1975-1978
provide,1161,24897,4,-22.784836549556903,-20.784836549556903,-18.7848365495569,16.435785348755672,1975-1978
line,1161,11714,3,-22.112135935253928,-20.527173434532774,-18.942210933811616,20.127333512773035,1975-1978
size,1161,3583,14,-18.180749663018698,-14.373394740961094,-10.56603981890349,6.889107507819554,1975-1978
british,1161,26662,5,-22.561721547080495,-20.239793452193137,-17.91786535730577,14.018385781007444,1975-1978
arrangement,1161,9128,4,-21.33723533315425,-19.33723533315425,-17.33723533315425,15.391561800711203,1975-1978
whereas,1161,2274,2,-20.332168795757816,-19.332168795757816,-18.332168795757813,29.33311909215713,1975-1978
corporation,1161,6157,7,-19.96180918802305,-17.154454265965445,-14.347099343907841,10.258340652426305,1975-1978
within,1161,19060,8,-21.39941275566287,-18.399412755662873,-15.399412755662873,10.29094222017695,1975-1978
concerned,1161,9113,2,-22.334862609017282,-21.334862609017282,-20.334862609017282,32.22239552496557,1975-1978
consumer,1161,6002,2,-21.732379860463855,-20.732379860463855,-19.732379860463855,31.353196651406385,1975-1978
merit,1161,2203,2,-20.28640603656645,-19.28640603656645,-18.28640603656645,29.26709738641435,1975-1978
many,1239,50681,25,-21.260261652866184,-16.616405463091457,-11.972549273316732,6.6048716414019175,1976-1979
dislike,1239,489,4,-17.208651127092836,-15.208651127092837,-13.208651127092837,12.413417820722552,1976-1979
none,1239,3093,3,-20.28478908950871,-18.699826588787555,-17.114864088066398,18.464010733122915,1976-1979
grip,1239,266,2,-17.330242907641793,-16.330242907641793,-15.330242907641793,25.002255500255945,1976-1979
introduce,1239,12428,13,-20.17582728012135,-16.47538756198026,-12.774947843839167,7.865974905675658,1976-1979
mention,1239,10620,5,-21.327528522944757,-19.00560042805739,-16.683672333170033,13.251538539122135,1976-1979
compulsory,1239,1222,2,-19.52998904195933,-18.529989041959332,-17.529989041959332,28.175818339450522,1976-1979
place,1239,26770,6,-22.398327489947587,-19.813364989226432,-17.228402488505274,12.500744589114673,1976-1979
local,1239,31882,51,-19.562989644052518,-13.890564302081021,-8.218138960109524,4.975548630954294,1976-1979
officialdom,1239,25,2,-13.918816661915326,-12.918816661915328,-11.918816661915328,20.080607773187918,1976-1979
vastly,1239,268,3,-16.75608716187722,-15.171124661156064,-13.586162160434906,15.252047819518996,1976-1979
hold,1239,10063,2,-22.571733319846437,-21.571733319846437,-20.571733319846434,32.56412772481063,1976-1979
remain,1239,8377,3,-21.722215929597507,-20.13725342887635,-18.552290928155195,19.772413028378,1976-1979
face,1239,11725,5,-21.470332679543343,-19.148404584655978,-16.826476489768616,13.340267750417159,1976-1979
surely,1239,6017,7,-20.02243419151285,-17.21507926945525,-14.407724347397643,10.289495741225874,1976-1979
wish,1239,24020,8,-21.8269090027336,-18.8269090027336,-15.826909002733599,10.496524458726146,1976-1979
different,1239,14755,6,-21.538914271738815,-18.95395177101766,-16.368989270296503,12.021096939433752,1976-1979
people,1239,72671,55,-20.6426928970418,-14.86133318351714,-9.07997346999248,5.1512294942463805,1976-1979
doubt,1239,14130,5,-21.739506222474542,-19.41757812758718,-17.09565003269982,13.507514676099495,1976-1979
committee,1239,44198,15,-21.799763343902672,-17.892872748294153,-13.985982152685636,8.049984943052348,1976-1979
body,1239,10893,15,-19.779183592053446,-15.87229299644493,-11.96540240083641,7.303846724851361,1976-1979
help,1239,16737,5,-21.98378571402247,-19.66185761913511,-17.339929524247747,13.659294057994682,1976-1979
venture,1239,707,2,-18.74052687695,-17.74052687695,-16.74052687695,27.036865189022098,1976-1979
restriction,1239,1971,3,-19.63471003246293,-18.049747531741776,-16.46478503102062,17.87228327499126,1976-1979
considerable,1239,9084,9,-20.254147461405175,-17.084222459962866,-13.914297458520553,9.218059760627684,1976-1979
serious,1239,9399,2,-22.47325202723281,-21.47325202723281,-20.47325202723281,32.42204925233662,1976-1979
train,1239,2312,5,-19.12795805975392,-16.806029964866553,-14.484101869979193,11.8848685693162,1976-1979
directly,1239,3715,2,-21.13410696756656,-20.13410696756656,-19.13410696756656,30.490071315725164,1976-1979
view,1239,34658,8,-22.35586125537067,-19.35586125537067,-16.355861255370666,10.750896722641661,1976-1979
tyranny,1239,134,4,-15.341049662598374,-13.341049662598373,-11.341049662598374,11.06622813513099,1976-1979
change,1239,23721,8,-21.80883768217392,-18.808837682173916,-15.808837682173918,10.487833990541557,1976-1979
tiny,1239,516,3,-17.701225226842702,-16.116262726121544,-14.531300225400388,16.112349560828765,1976-1979
inflation,1239,8726,2,-22.366065230517105,-21.3660652305171,-20.3660652305171,32.2674113922661,1976-1979
reorganise,1239,387,2,-17.871150228285014,-16.871150228285014,-15.871150228285014,25.782619809328455,1976-1979
constituent,1239,6733,2,-21.991994221631494,-20.991994221631494,-19.991994221631494,31.727741002806496,1976-1979
powerful,1239,1480,6,-18.22137943193576,-15.636416931214603,-13.051454430493445,10.169545491385676,1976-1979
ultimate,1239,778,2,-18.878586817126795,-17.87858681712679,-16.87858681712679,27.23604358006059,1976-1979
spending,1239,2539,4,-19.585005151788106,-17.585005151788106,-15.585005151788106,14.127594904134751,1976-1979
concept,1239,3157,4,-19.899299017453586,-17.899299017453586,-15.899299017453586,14.354310004823455,1976-1979
manpower,1239,1807,6,-18.509378762284047,-15.924416261562888,-13.339453760841733,10.330280978092699,1976-1979
arise,1239,8888,6,-20.80764107280854,-18.222678572087382,-15.637716071366226,11.612965596198642,1976-1979
berwick,1239,819,2,-18.95268011378161,-17.95268011378161,-16.95268011378161,27.342937611707605,1976-1979
human,1239,2806,2,-20.729259765760503,-19.7292597657605,-18.7292597657605,29.906000265361794,1976-1979
enough,1239,8562,6,-20.753730091616365,-18.168767590895207,-15.583805090174053,11.582877304707484,1976-1979
development,1239,16481,3,-22.69851413300893,-21.113551632287777,-19.528589131566623,20.661077950008387,1976-1979
still,1239,15825,5,-21.902950256456307,-19.581022161568942,-17.25909406668158,13.609068164257714,1976-1979
nationalisation,1239,1841,2,-20.12123438349051,-19.12123438349051,-18.12123438349051,29.028805061626258,1976-1979
crush,1239,94,5,-14.507621228930878,-12.185693134043515,-9.863765039156153,9.014091886893402,1976-1979
among,1239,6359,2,-21.909544665634304,-20.909544665634304,-19.9095446656343,31.608791437245852,1976-1979
debate,1239,48535,4,-23.841698343641145,-21.84169834364115,-19.841698343641145,17.198149983370847,1976-1979
resist,1239,1518,2,-19.84291654755607,-18.84291654755607,-17.84291654755607,28.627277299932693,1976-1979
bill,1239,68357,21,-21.94344451141254,-17.55112708863378,-13.15880966585502,7.207516108116124,1976-1979
next,1239,15549,3,-22.6145321505253,-21.029569649804145,-19.44460714908299,20.584634255221896,1976-1979
partnership,1239,1451,3,-19.192829775486192,-17.607867274765034,-16.022904774043877,17.470066531619086,1976-1979
reduce,1239,10276,28,-18.794596724983816,-13.98724180292621,-9.179886880868606,5.640289084176174,1976-1979
exactly,1239,4320,2,-21.351776069191434,-20.351776069191434,-19.351776069191434,30.80410144919413,1976-1979
anti,1239,1866,2,-20.14069374299236,-19.14069374299236,-18.14069374299236,29.056878983078455,1976-1979
traditional,1239,1189,3,-18.9055309711651,-17.320568470443945,-15.73560596972279,17.20855589016304,1976-1979
particularly,1239,14048,10,-20.7311095067886,-17.409181411901237,-14.087253317013873,9.003406462530332,1976-1979
community,1239,20894,11,-21.16632994507204,-17.70689832643474,-14.247466707797443,8.82704519466803,1976-1979
type,1239,4056,2,-21.260802409143942,-20.260802409143942,-19.260802409143942,30.67285420099209,1976-1979
increasingly,1239,1690,5,-18.675839908422788,-16.353911813535426,-14.03198371864806,11.60395176734566,1976-1979
authority,1239,35216,20,-21.0569758071448,-16.735047712257437,-12.413119617370072,7.028991206268185,1976-1979
tell,1239,21456,3,-23.07909149332392,-21.494128992602764,-19.90916649188161,21.007494392133182,1976-1979
lose,1239,6916,4,-21.030682625782884,-19.030682625782884,-17.030682625782884,15.170430765363326,1976-1979
open,1239,7491,2,-22.14590307878997,-21.14590307878997,-20.14590307878997,31.94978454777792,1976-1979
suspicious,1239,273,2,-17.367717613060453,-16.367717613060453,-15.367717613060455,25.056320071922222,1976-1979
mean,1239,21374,21,-20.266212352826123,-15.87389493004736,-11.4815775072686,6.656614548710772,1976-1979
scheme,1239,19258,11,-21.04869911588601,-17.589267497248713,-14.129835878611416,8.777989328667362,1976-1979
inefficiency,1239,200,7,-15.111461739857722,-12.304106817800117,-9.496751895742515,7.765755138896792,1976-1979
watch,1239,1223,5,-18.209241065780628,-15.887312970893264,-13.565384876005902,11.314037605987004,1976-1979
smack,1239,65,2,-15.297328285169057,-14.297328285169055,-13.297328285169055,22.06937965586387,1976-1979
small,1239,16662,16,-20.299234434680603,-16.299234434680603,-12.299234434680603,7.321401213189047,1976-1979
petty,1239,275,5,-16.05632018566526,-13.7343920907779,-11.412463995890537,9.976352651828499,1976-1979
sense,1239,8402,8,-20.31147754262712,-17.31147754262712,-14.311477542627118,9.767755974625233,1976-1979
secondly,1239,4261,3,-20.746974307597664,-19.16201180687651,-17.577049306155352,18.88470984859456,1976-1979
criticise,1239,2492,7,-18.750693903107003,-15.943338981049397,-13.135984058991792,9.635950515089279,1976-1979
administer,1239,1012,10,-16.93602595194755,-13.614097857060187,-10.292169762172826,7.355222616301088,1976-1979
future,1239,16757,4,-22.307436738643347,-20.307436738643347,-18.307436738643347,16.091414178892514,1976-1979
rôle,1239,2558,3,-20.010798520301083,-18.42583601957993,-16.840873518858768,18.214613769304318,1976-1979
achieve,1239,9161,6,-20.851287345265856,-18.2663248445447,-15.681362343823546,11.63732504466642,1976-1979
sell,1239,4403,2,-21.379231601077496,-20.379231601077496,-19.379231601077496,30.843711408891117,1976-1979
obvious,1239,2155,3,-19.763470125395905,-18.17850762467475,-16.593545123953593,17.98948576240297,1976-1979
abolish,1239,1445,2,-19.771814249528642,-18.771814249528642,-17.771814249528642,28.524698367172714,1976-1979
around,1239,3447,2,-21.02608605550787,-20.02608605550787,-19.02608605550787,30.334230081585794,1976-1979
feature,1239,2035,3,-19.680811050573055,-18.0958485498519,-16.510886049130743,17.91424623006253,1976-1979
prevent,1239,4703,4,-20.474326088998584,-18.474326088998584,-16.474326088998584,14.769104357070892,1976-1979
compare,1239,4466,2,-21.399728007963077,-20.399728007963077,-19.399728007963073,30.873281473460988,1976-1979
lecture,1239,432,2,-18.02984797430407,-17.02984797430407,-16.02984797430407,26.011572260510402,1976-1979
